"expgender","exprace","age","sex","lab_or_online","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4"
"female","6",21,"f",0,"three_sixes",NA,"low",3000,"low",NA,"high",45000,"low",500
"female","6",19,"f",0,"two_sixes",1.73205080756888,"high",3000,"low",1500000,"low",5860,"high",20000
"female","6",18,"f",0,"three_sixes",0,"low",2800,"low",5e+05,"low",5000,"high",14000
"female","6",18,"f",0,"two_sixes",1,"high",5950,"low",200250,"low",2050,"low",102
".",".",19,"f",0,"three_sixes",2.23606797749979,"low",5000,"low",1500000,"high",40000,"high",35000
".",".",18,"f",0,"two_sixes",12.8062484748657,"low",NA,"low",3829523,"low",6189,"high",34000
"female","9",20,"f",0,"two_sixes",17.2046505340853,"high",4000,"high",2e+06,"high",40000,"high",30000
"female","6",18,"f",0,"three_sixes",1,"high",4500,"low",NA,"high",40000,"low",NA
"female","6",18,"f",0,"three_sixes",1.73205080756888,"high",4000,"low",450000,"low",6000,"high",39000
"female","6",18,"f",0,"two_sixes",2.23606797749979,"high",5000,"high",3e+06,"high",45000,"low",300
"female","6",18,"f",0,"three_sixes",1.73205080756888,"high",5782,"low",3e+05,"low",24579,"low",1000
"female","6",18,"f",0,"two_sixes",2.44948974278318,"low",2200,"high",3500000,"low",NA,"high",15000
"female","9",18,"f",0,"three_sixes",1,"high",4000,"low",1e+06,"high",40000,"high",25000
"female","7",18,"f",0,"three_sixes",3.46410161513775,"high",1700,"low",4e+05,"low",3500,"low",NA
"female","6",18,"f",0,"two_sixes",4.24264068711928,"low",1620,"high",3e+06,"low",2100,"high",47000
"male","6",19,"f",0,"two_sixes",1.73205080756888,"low",3000,"low",1e+06,"high",32500,"high",40000
".",".",18,"f",0,"three_sixes",1.73205080756888,"low",1700,"high",3e+06,"low",2500,"low",300
"female","6",21,"f",0,"two_sixes",1.73205080756888,"high",2000,"high",3e+06,"low",NA,"high",20000
"female","9",19,"f",0,"two_sixes",3,"low",5000,"low",5e+05,"low",3250,"high",10000
"female","6",18,"f",0,"three_sixes",2.23606797749979,"low",2000,"low",6e+05,"high",45000,"low",500
"female","6",18,"f",0,"three_sixes",2.23606797749979,"high",4000,"high",4e+06,"low",NA,"low",NA
"female","6",18,"f",0,"three_sixes",5,"low",4000,"high",4000500,"low",16000,"low",375
"female","6",20,"f",0,"two_sixes",1.73205080756888,"low",2500,"high",9e+05,"low",10000,"high",30000
"female","6",18,"f",0,"two_sixes",3.46410161513775,"high",3600,"low",3e+06,"low",40000,"high",20000
"female","6",20,"f",0,"two_sixes",4.47213595499958,"high",5000,"low",3e+05,"high",45400,"high",30000
"female","6",21,"f",0,"two_sixes",1.73205080756888,"low",NA,"high",4e+06,"low",25000,"high",20000
"female","6",17,"f",0,"three_sixes",1.4142135623731,"low",3000,"low",2e+06,"low",3571,"low",800
"female","6",18,"f",0,"three_sixes",1.73205080756888,"low",3500,"low",9e+05,"high",43000,"low",153
"female","6",18,"f",0,"three_sixes",0,"high",4110,"high",3e+06,"low",NA,"high",20000
"female","6",18,"f",0,"two_sixes",3.16227766016838,"low",2000,"low",3e+05,"high",40000,"high",5000
"female","6",19,"f",0,"three_sixes",1,"low",NA,"high",1e+06,"high",42000,"low",450
"female","6",18,"f",0,"two_sixes",7.07106781186548,"low",3000,"low",8e+05,"low",3000,"high",20000
"male","6",18,"f",0,"two_sixes",3.60555127546399,"high",2000,"high",1500000,"high",10000,"low",10000
"male","6",19,"f",0,"three_sixes",14.142135623731,"high",3000,"high",4500000,"low",45000,"high",25000
"male","6",18,"m",0,"three_sixes",2.23606797749979,"high",3000,"high",2700000,"high",10000,"high",25000
"male","6",18,"f",0,"three_sixes",0,"low",2700,"low",270900,"low",15000,"low",1500
"male","6",18,"f",0,"three_sixes",1.73205080756888,"high",4000,"low",4e+05,"low",12000,"high",30000
".",".",19,"f",0,"two_sixes",1.4142135623731,"low",1750,"high",4e+06,"high",40000,"low",NA
".",".",19,"f",0,"two_sixes",2,"low",NA,"low",1e+06,"high",40000,"high",1000
".",".",21,"m",0,"three_sixes",2.23606797749979,"high",4000,"high",3e+06,"low",NA,"low",300
".",".",19,"f",0,"three_sixes",1,"high",3500,"low",4e+05,"high",23000,"high",20000
"female","6",18,"f",0,"three_sixes",2,"high",4000,"high",9e+05,"high",32000,"high",45000
"female","6",18,"f",0,"three_sixes",1,"low",3000,"low",8e+05,"low",4471,"high",12000
"female","6",21,"m",0,"three_sixes",1.4142135623731,"low",1600,"high",2e+06,"low",4000,"high",500
"female","6",18,"f",0,"three_sixes",2.23606797749979,"low",3500,"low",1e+06,"low",6000,"high",10000
"female","6",18,"f",0,"three_sixes",0,"low",NA,"high",3e+06,"low",20000,"low",5000
"female","6",18,"m",0,"two_sixes",1.4142135623731,"low",NA,"high",4e+06,"low",NA,"low",2000
".",".",19,"f",0,"two_sixes",2.44948974278318,"high",4000,"low",217000,"low",2500,"low",140
"female","9",18,"f",0,"three_sixes",1.4142135623731,"high",5459,"high",4455969,"high",42300,"high",42001
"female","9",18,"f",0,"three_sixes",1,"low",2000,"high",1e+06,"low",2200,"high",10000
"female","9",19,"f",0,"two_sixes",3.87298334620742,"high",3000,"low",9e+05,"high",40000,"low",3000
"female","9",19,"f",0,"three_sixes",1.73205080756888,"high",4000,"high",3999899,"high",45000,"high",20000
"female","9",19,"f",0,"two_sixes",3.16227766016838,"low",2000,"low",NA,"high",29000,"low",500
"female","9",18,"m",0,"two_sixes",4.47213595499958,"high",4500,"low",NA,"low",12000,"high",1000
"male","6",18,"f",0,"two_sixes",1.4142135623731,"high",3000,"high",4e+06,"high",33000,"high",20000
"male","6",19,"m",0,"three_sixes",3.46410161513775,"high",4000,"high",1500000,"high",28000,"low",15000
"female","6",18,"f",0,"three_sixes",2.23606797749979,"low",NA,"low",1e+06,"low",3000,"low",10000
"female","6",18,"f",0,"three_sixes",1.73205080756888,"high",5000,"high",2e+06,"high",35000,"low",500
"female","9",18,"f",0,"three_sixes",7.07106781186548,"low",NA,"low",2e+06,"high",40000,"high",35000
"female","9",19,"f",0,"two_sixes",10,"low",1600,"low",NA,"high",41000,"high",40000
"female","9",18,"f",0,"two_sixes",3.16227766016838,"high",3000,"low",4e+05,"low",3500,"low",150
"female","9",18,"f",0,"two_sixes",1,"high",5000,"low",NA,"high",28000,"low",200
"female","9",18,"m",0,"three_sixes",1.73205080756888,"low",2000,"low",NA,"high",30000,"high",20000
"female","9",19,"f",0,"three_sixes",2,"high",5100,"high",2674300,"low",4354,"low",483
"male","6",18,"f",0,"three_sixes",0,"low",3000,"high",5e+05,"low",10000,"low",NA
"female","6",20,"f",0,"two_sixes",1.73205080756888,"low",3000,"low",NA,"high",37000,"low",375
"male","6",18,"f",0,"two_sixes",15.6843871413581,"high",5893,"low",2e+06,"low",5198,"low",48000
"female","6",18,"f",0,"three_sixes",3.46410161513775,"low",1700,"high",250000,"high",45000,"high",25000
"female","6",47,"f",0,"three_sixes",1.73205080756888,"high",5500,"high",4800000,"high",45200,"low",150
"male","6",20,"f",0,"three_sixes",1.4142135623731,"low",2400,"high",2e+06,"low",10000,"high",25000
"male","6",18,"f",0,"three_sixes",3.16227766016838,"high",3500,"low",250000,"low",8000,"high",20000
"male","6",18,"f",0,"three_sixes",1.4142135623731,"low",5500,"high",3e+06,"high",43000,"high",48000
".",".",19,"f",0,"three_sixes",0,"high",3000,"low",NA,"high",35000,"low",300
".",".",21,"m",0,"three_sixes",0,"high",3400,"low",NA,"high",8000,"high",6000
".",".",18,"f",0,"two_sixes",19.131126469709,"low",1600,"high",5e+05,"high",45000,"high",49000
".",".",20,"f",0,"three_sixes",1.73205080756888,"low",2500,"high",2e+06,"low",29000,"low",NA
".",".",19,"f",0,"three_sixes",1.4142135623731,"low",2000,"high",3e+06,"low",2500,"low",1000
".",".",18,"f",0,"two_sixes",2.64575131106459,"low",NA,"high",3e+06,"high",5000,"low",NA
".",".",19,"f",0,"two_sixes",2.82842712474619,"low",3000,"low",NA,"high",40000,"high",40000
".",".",18,"f",0,"three_sixes",2,"high",5999,"low",8e+05,"high",30000,"low",600
".",".",18,"f",0,"three_sixes",1,"high",5200,"low",4e+05,"high",40000,"high",40000
"female","9",19,"f",0,"two_sixes",1.4142135623731,"low",NA,"high",3e+06,"low",NA,"low",4000
"female","9",19,"m",0,"three_sixes",1.73205080756888,"high",4000,"low",6e+05,"low",3000,"low",NA
"male","6",18,"f",0,"two_sixes",3.16227766016838,"high",5000,"high",2e+06,"low",10000,"high",45000
"male","6",18,"f",0,"two_sixes",1.73205080756888,"high",2000,"low",6e+05,"low",15000,"low",300
"male","6",18,"f",0,"two_sixes",6,"low",2000,"low",NA,"high",4500,"high",45000
"male","6",18,"f",0,"three_sixes",1.73205080756888,"low",2500,"low",2e+06,"high",20000,"high",40000
"male","6",18,"f",0,"two_sixes",4.89897948556636,"high",4000,"low",1e+06,"low",3000,"high",35000
"male","6",18,"f",0,"three_sixes",0,"low",3500,"low",1200000,"high",40000,"high",49000
"male","6",18,"f",0,"three_sixes",NA,"high",5000,"high",1e+06,"high",39000,"high",30000
"male","6",18,"f",0,"three_sixes",1.73205080756888,"high",2000,"low",NA,"high",25000,"low",NA
"male","6",18,"f",0,"three_sixes",1,"low",3600,"high",3e+06,"low",12000,"low",1000
"female","9",18,"f",0,"two_sixes",3.16227766016838,"low",2000,"high",3e+05,"high",30000,"low",250
"female","9",18,"f",0,"two_sixes",1,"high",4000,"low",NA,"low",2300,"high",45000
"female","9",18,"f",0,"three_sixes",12.4096736459909,"high",5728,"high",3500000,"high",45000,"high",49000
"female","9",18,"f",0,"two_sixes",4.24264068711928,"low",2300,"high",2e+06,"low",2600,"high",30000
"female","9",18,"f",0,"two_sixes",1.73205080756888,"low",NA,"low",NA,"low",8000,"high",10000
"male","6",20,"m",0,"two_sixes",1.73205080756888,"low",2500,"low",4e+06,"high",36000,"low",350
"male","6",18,"f",0,"three_sixes",0,"low",5000,"low",8e+05,"high",28000,"low",1000
"male","6",19,"f",0,"three_sixes",1.73205080756888,"low",NA,"low",5e+05,"high",4000,"low",8000
"male","6",18,"f",0,"three_sixes",NA,"low",3000,"low",NA,"low",12000,"low",1000
"male","6",19,"f",0,"three_sixes",2.64575131106459,"low",NA,"low",NA,"high",43000,"low",470
"male","6",19,"f",0,"three_sixes",1.4142135623731,"low",2000,"low",NA,"high",43000,"low",NA
"male","6",18,"m",0,"two_sixes",3.16227766016838,"low",2000,"low",3e+05,"low",4000,"low",NA
"male","6",19,"m",0,"three_sixes",2.23606797749979,"high",1600,"low",NA,"low",8000,"high",9000
"female","6",24,"m",0,"two_sixes",10,"high",4900,"low",321000,"low",4000,"high",45000
"female","6",19,"f",0,"two_sixes",1.4142135623731,"low",3511,"high",3e+06,"high",42000,"low",184
"male","6",20,"m",0,"three_sixes",4.47213595499958,"low",2000,"low",350000,"low",NA,"high",18500
".",".",18,"f",0,"two_sixes",3.16227766016838,"low",NA,"low",NA,"high",30000,"high",30000
".",".",19,"m",0,"two_sixes",3.16227766016838,"low",1750,"low",7e+05,"high",30000,"low",500
"female","6",18,"f",0,"two_sixes",3.16227766016838,"high",5800,"low",1e+06,"high",43800,"low",250
"female","6",19,"f",0,"three_sixes",3.16227766016838,"low",NA,"high",1e+06,"low",6000,"low",NA
"female","9",18,"f",0,"three_sixes",1.73205080756888,"high",4000,"high",1e+06,"low",3176,"high",23000
"female","9",18,"f",0,"three_sixes",0,"high",4000,"low",980000,"high",26200,"low",NA
"female","6",18,"f",0,"three_sixes",1.4142135623731,"low",2500,"high",3500000,"high",45000,"high",20000
"female","6",18,"f",0,"three_sixes",1.73205080756888,"low",3000,"high",4e+06,"low",10000,"high",30000
"female","6",19,"m",0,"three_sixes",4.24264068711928,"low",3000,"high",3e+06,"low",5000,"high",30000
"female","6",20,"f",0,"three_sixes",0,"low",1501,"low",3e+05,"high",45400,"high",30000
"male","6",18,"f",0,"two_sixes",1.73205080756888,"low",3000,"low",8e+05,"low",6000,"low",NA
"male","6",19,"f",0,"two_sixes",1.73205080756888,"low",NA,"high",2700000,"low",15000,"high",34000
"male","6",18,"f",0,"two_sixes",3.16227766016838,"low",NA,"low",4e+05,"low",NA,"high",5000
".",".",19,"f",0,"two_sixes",10.295630140987,"high",3200,"low",NA,"low",25000,"high",20000
".",".",18,"f",0,"three_sixes",22.3606797749979,"low",NA,"low",5e+05,"high",40500,"high",1000
".",".",18,"m",0,"three_sixes",1.4142135623731,"low",2000,"high",2500000,"high",30000,"high",30000
".",".",18,"f",0,"two_sixes",1.73205080756888,"high",5000,"low",5e+05,"low",4000,"low",NA
"","",19,"f",1,"two_sixes",1.73205080756888,"low",2700,"high",3500000,"low",3600,"low",28800
"","",18,"m",1,"two_sixes",2.64575131106459,"low",NA,"low",350000,"low",22000,"high",18000
"","",18,"f",1,"two_sixes",2.64575131106459,"high",4000,"low",6e+05,"low",6000,"low",2000
"","",18,"f",1,"two_sixes",5.47722557505166,"high",4500,"high",4500000,"low",10000,"low",150
"","",18,"f",1,"two_sixes",1.73205080756888,"high",5600,"high",3e+06,"high",35000,"low",250
"","",18,"f",1,"three_sixes",2,"low",3000,"high",3500000,"low",7800,"low",NA
"","",19,"f",1,"three_sixes",1.4142135623731,"low",3500,"high",1245000,"low",NA,"low",1899
"","",21,"m",1,"three_sixes",1.4142135623731,"low",2000,"high",3500000,"high",45000,"low",500
"","",18,"f",1,"three_sixes",3.16227766016838,"low",3600,"high",4999999,"low",9000,"low",NA
"","",18,"m",1,"two_sixes",1,"high",4500,"high",4800000,"low",NA,"low",NA
"","",17,"f",1,"two_sixes",2.23606797749979,"high",5999,"low",NA,"high",37000,"low",300
"","",18,"f",1,"three_sixes",1,"low",5000,"low",NA,"low",NA,"low",NA
"","",19,"f",1,"three_sixes",1.73205080756888,"high",4000,"low",2e+06,"low",20000,"low",1000
"","",18,"f",1,"two_sixes",3.16227766016838,"high",3000,"high",2500000,"low",30000,"high",35000
"","",19,"f",1,"three_sixes",0,"low",3000,"low",750000,"low",20000,"high",10000
"","",18,"f",1,"three_sixes",2,"low",1900,"low",3e+05,"low",3000,"low",NA
"","",18,"f",1,"two_sixes",2.23606797749979,"high",3000,"low",4e+05,"low",NA,"high",30000
"","",19,"f",1,"three_sixes",1,"low",3000,"low",3e+06,"low",20000,"low",10000
"","",18,"f",1,"three_sixes",1.73205080756888,"low",3500,"high",2500000,"high",40000,"low",10000
"","",18,"f",1,"two_sixes",2,"low",NA,"low",NA,"low",NA,"low",NA
"","",18,"f",1,"two_sixes",10,"high",4000,"low",250000,"low",6000,"low",150
"","",18,"f",1,"three_sixes",0,"low",3000,"low",1e+06,"high",30000,"low",150
"","",20,"f",1,"three_sixes",2,"high",4500,"low",NA,"low",2500,"low",250
"","",18,"f",1,"three_sixes",1.4142135623731,"high",4000,"low",3e+05,"high",44000,"high",30000
"","",19,"f",1,"three_sixes",1,"high",5000,"high",3400000,"high",41000,"low",1000
"","",20,"m",1,"three_sixes",1.4142135623731,"low",1551,"low",NA,"high",43475,"high",45000
"","",17,"m",1,"three_sixes",4.47213595499958,"low",NA,"high",3e+05,"high",12000,"low",1000
"","",18,"f",1,"two_sixes",1.4142135623731,"low",2500,"low",250000,"high",44444,"high",25000
"","",18,"f",1,"three_sixes",7.07106781186548,"low",3000,"high",3e+06,"high",37000,"low",NA
"","",18,"m",1,"three_sixes",NA,"high",5420,"low",260000,"high",42865,"low",265
"","",18,"f",1,"three_sixes",2,"high",5000,"low",5e+05,"high",39000,"high",30000
"","",19,"f",1,"three_sixes",1.73205080756888,"low",4000,"low",4e+05,"low",25000,"low",300
"","",18,"m",1,"three_sixes",2.82842712474619,"low",2200,"high",3568492,"high",28000,"high",37655.5
"","",18,"m",1,"two_sixes",9.16515138991168,"high",3500,"high",2500000,"low",NA,"high",4059
"","",18,"f",1,"two_sixes",1,"high",3000,"high",3050000,"low",20000,"high",35000
"","",18,"f",1,"two_sixes",3.16227766016838,"low",NA,"low",NA,"high",42000,"low",NA
"","",18,"f",1,"three_sixes",2.44948974278318,"low",NA,"low",1e+06,"low",14000,"low",200
"","",18,"f",1,"three_sixes",3.16227766016838,"low",4000,"high",2e+06,"high",45075,"low",200
"","",18,"f",1,"two_sixes",1.73205080756888,"low",3600,"low",NA,"high",29000,"high",25000
"","",19,"f",1,"three_sixes",1.73205080756888,"high",3500,"high",2e+06,"high",35000,"low",2500
"","",20,"f",1,"three_sixes",1.73205080756888,"high",3500,"low",450000,"low",42500,"low",1500
"","",18,"f",1,"two_sixes",2.23606797749979,"low",2500,"low",3e+05,"high",26000,"low",300
"","",18,"f",1,"two_sixes",2.44948974278318,"low",3000,"low",410000,"high",30000,"high",1000
"","",19,"m",1,"three_sixes",NA,"high",3000,"low",3e+06,"high",37000,"high",26000
"","",19,"m",1,"three_sixes",1.73205080756888,"high",5000,"low",3e+06,"high",45000,"low",10000
"","",21,"m",1,"three_sixes",4.47213595499958,"high",5500,"low",3e+05,"low",45000,"low",360
"","",21,"f",1,"three_sixes",2.23606797749979,"low",5000,"low",8e+05,"low",8000,"high",30000
"","",21,"f",1,"three_sixes",3,"high",3000,"low",NA,"high",34000,"low",1200
"","",18,"f",1,"two_sixes",2.23606797749979,"high",3200,"low",260000,"high",35000,"high",4000
"","",19,"f",1,"two_sixes",1.73205080756888,"low",3000,"high",450000,"high",40000,"low",500
"","",19,"f",1,"three_sixes",1.73205080756888,"low",NA,"high",1e+06,"low",20000,"high",20000
"","",20,"f",1,"three_sixes",1.4142135623731,"high",3000,"low",450000,"high",30000,"low",450
"","",21,"f",1,"three_sixes",5,"low",3000,"low",1900000,"high",20000,"low",20000
"","",18,"f",1,"three_sixes",2,"high",5392,"high",3490479,"high",43891,"low",300
"","",19,"f",1,"two_sixes",3.46410161513775,"high",5600,"high",2500000,"low",3500,"high",10000
"","",19,"f",1,"two_sixes",2.23606797749979,"low",2500,"high",2e+06,"low",20000,"high",10500
"","",17,"f",1,"two_sixes",5.47722557505166,"low",NA,"low",250000,"high",40000,"high",30000
"","",18,"f",1,"two_sixes",2,"low",NA,"low",534000,"high",40300,"high",23000
"","",18,"m",1,"two_sixes",1.73205080756888,"high",4500,"high",3e+06,"low",3000,"low",700
"","",19,"m",1,"two_sixes",10.3923048454133,"high",3500,"low",NA,"high",33000,"high",23000
"","",18,"m",1,"three_sixes",1.73205080756888,"low",3000,"low",1e+06,"high",42000,"high",25000
"","",18,"f",1,"two_sixes",14.6969384566991,"low",3000,"low",1e+06,"low",4000,"low",150
"","",18,"m",1,"three_sixes",5.47722557505166,"low",2200,"high",250000,"low",11000,"low",180
"","",19,"f",1,"three_sixes",NA,"low",2309,"high",5e+05,"high",20000,"high",35750
"","",18,"m",1,"three_sixes",10.3923048454133,"high",5000,"high",4e+06,"high",43000,"low",200
"","",21,"m",1,"three_sixes",2,"high",3000,"low",1500000,"low",3500,"low",NA
"","",18,"f",1,"two_sixes",2,"high",3000,"high",3780296,"high",45450,"low",200
"","",18,"f",1,"three_sixes",1.73205080756888,"low",NA,"low",5e+05,"low",3000,"high",30000
"","",17,"f",1,"three_sixes",2.64575131106459,"high",5000,"low",250000,"low",7000,"low",300
"","",18,"m",1,"three_sixes",6.92820323027551,"low",1501,"high",4999999,"low",2500,"low",101
"","",18,"f",1,"two_sixes",2.44948974278318,"low",2000,"low",250000,"low",NA,"low",NA
"","",21,"f",1,"two_sixes",2.23606797749979,"low",NA,"low",8e+05,"high",23000,"low",1000
"","",20,"f",1,"three_sixes",2.23606797749979,"high",3000,"low",250000,"low",3000,"low",250
"","",18,"f",1,"three_sixes",1.73205080756888,"high",3500,"high",4956000,"high",45000,"low",250
"","",18,"f",1,"two_sixes",1,"low",NA,"low",NA,"low",NA,"low",NA
"","",17,"f",1,"three_sixes",0,"low",3800,"high",3e+05,"high",38000,"high",1000
"","",20,"f",1,"three_sixes",2.23606797749979,"high",5000,"low",250000,"high",44000,"low",350
"","",20,"m",1,"three_sixes",2.23606797749979,"high",3000,"low",4e+05,"high",36000,"low",1000
"","",18,"f",1,"three_sixes",2.64575131106459,"high",4934,"low",216034,"low",2794,"high",43056
"","",21,"f",1,"three_sixes",NA,"low",3000,"low",NA,"low",2500,"low",NA
"","",21,"f",1,"three_sixes",1.73205080756888,"low",3000,"high",4e+06,"high",45000,"high",20000
"","",20,"f",1,"two_sixes",7.74596669241483,"low",2600,"low",6e+05,"high",38000,"high",45000
"","",20,"f",1,"three_sixes",1.4142135623731,"high",4550,"high",3200000,"low",2750,"low",450
"","",20,"m",1,"three_sixes",2.44948974278318,"low",3500,"high",2e+06,"high",15000,"high",10000
"","",22,"f",1,"three_sixes",0,"low",2000,"low",NA,"high",35000,"low",NA
"","",19,"f",1,"three_sixes",NA,"low",NA,"low",NA,"high",35000,"high",10000
"","",20,"f",1,"two_sixes",2.23606797749979,"high",3000,"low",5e+05,"low",15862,"low",1000
"","",19,"m",1,"three_sixes",1.4142135623731,"high",3000,"low",350000,"high",30000,"high",20000
"","",21,"f",1,"three_sixes",2.82842712474619,"high",4723,"low",210000,"low",5230,"low",NA
"","",18,"f",1,"two_sixes",2.44948974278318,"high",5000,"high",3e+06,"high",17000,"high",2000
"","",21,"f",1,"three_sixes",0,"high",2600,"high",8e+05,"low",25000,"low",4000
"","",20,"f",1,"three_sixes",4.47213595499958,"high",4000,"low",350000,"low",3000,"high",40000
"","",20,"m",1,"three_sixes",0,"high",3000,"high",2e+06,"low",3500,"low",1000
"","",36,"f",1,"three_sixes",0,"low",3000,"low",1e+06,"low",NA,"low",1500
"","",19,"m",1,"three_sixes",2.23606797749979,"low",NA,"high",4850000,"low",NA,"high",40500
"","",21,"f",1,"two_sixes",2.44948974278318,"low",NA,"high",2e+06,"low",29000,"high",30000
"","",19,"f",1,"two_sixes",5,"low",NA,"low",1e+06,"high",40000,"low",2000
"","",19,"f",1,"two_sixes",3.46410161513775,"low",2500,"low",NA,"low",20000,"low",10000
".",".",19,"m",0,"three_sixes",0,"low",2951.5075,"low",NA,"low",6561.6,"low",NA
".",".",24,"m",0,"three_sixes",2,"high",4970.96,"low",NA,"low",3280.8,"high",25000
".",".",20,"f",0,"three_sixes",0,"low",NA,"high",2e+06,"low",NA,"high",10000
".",".",22,"f",0,"three_sixes",3.16227766016838,"low",NA,"low",NA,"low",4921.2,"low",109
".",".",20,"f",0,"two_sixes",2.44948974278318,"low",1864.11,"low",250000,"low",NA,"high",45000
".",".",21,"f",0,"two_sixes",4.47213595499958,"low",1629.23214,"high",4355222,"high",39369.6,"low",110
".",".",21,"f",0,"three_sixes",2,"low",1677.699,"high",4e+05,"high",36088.8,"low",400
".",".",22,"f",0,"three_sixes",0,"low",NA,"low",1e+06,"low",NA,"low",1000
".",".",22,"m",0,"three_sixes",0,"high",3106.85,"high",4e+06,"high",42650.4,"high",10000
".",".",19,"f",0,"three_sixes",1,"low",1864.11,"high",330000,"low",2624.64,"high",40000
".",".",19,"m",0,"three_sixes",NA,"low",1677.699,"low",250000,"low",3280.8,"high",1500
".",".",56,"f",0,"three_sixes",0,"low",NA,"high",3e+06,"low",3280.8,"high",30000
".",".",21,"f",0,"three_sixes",1.73205080756888,"low",NA,"low",5e+05,"low",NA,"low",1000
"female","6",33,"m",0,"three_sixes",NA,"high",2796.165,"low",NA,"low",12138.96,"high",10000
"female","2",23,"f",0,"two_sixes",2.44948974278318,"low",NA,"low",220000,"low",NA,"high",48500
".",".",20,"m",0,"two_sixes",5,"low",2151.80431,"low",450000,"low",NA,"high",46000
".",".",23,"f",0,"two_sixes",3,"high",4970.96,"low",5e+05,"low",NA,"high",30000
".",".",29,"f",0,"two_sixes",3.46410161513775,"low",5592.33,"high",4e+06,"low",6561.6,"high",20000
".",".",20,"f",0,"three_sixes",2.44948974278318,"low",1553.425,"low",3e+05,"low",2624.64,"high",45000
".",".",23,"f",0,"three_sixes",2.23606797749979,"low",NA,"low",315560,"low",NA,"high",35252
"female","6",19,"f",0,"three_sixes",1.4142135623731,"low",2796.165,"high",9e+05,"low",6561.6,"high",36000
"female","6",19,"f",0,"two_sixes",1,"low",NA,"high",350000,"low",NA,"high",20000
"female","6",19,"f",0,"three_sixes",3.16227766016838,"low",NA,"low",1e+06,"low",NA,"high",14000
"female","6",20,"f",0,"two_sixes",1.73205080756888,"high",5592.33,"low",3e+05,"low",2296.56,"high",40000
"female","6",20,"f",0,"two_sixes",1,"low",NA,"high",2700000,"low",NA,"high",40500
"female","6",21,"f",0,"two_sixes",5.47722557505166,"high",4970.96,"high",2500000,"low",2952.72,"low",600
"female","6",33,"m",0,"three_sixes",NA,"low",2796.165,"high",3500000,"low",6561.6,"high",30000
"female","6",20,"f",0,"three_sixes",NA,"low",NA,"low",275000,"high",43306.56,"low",5000
"female","6",20,"f",0,"two_sixes",2.64575131106459,"high",4349.59,"high",3500000,"high",36088.8,"low",800
"female","6",23,"f",0,"three_sixes",0,"low",NA,"low",8e+05,"low",NA,"low",400
"female","6",20,"f",0,"two_sixes",1.73205080756888,"high",4970.96,"low",NA,"low",9842.4,"low",500
"female","6",31,"f",0,"three_sixes",1.4142135623731,"low",NA,"high",3e+06,"low",NA,"high",48000
"female","6",20,"f",0,"two_sixes",1.73205080756888,"low",NA,"low",250000,"low",NA,"low",115
"female","6",20,"f",0,"two_sixes",2.23606797749979,"low",2485.48,"low",1e+06,"low",3280.8,"low",500
"female","6",20,"f",0,"two_sixes",2.82842712474619,"high",4225.316,"high",2800500,"high",32808,"high",5000
"female","6",20,"f",0,"two_sixes",3.16227766016838,"low",NA,"high",6e+05,"low",NA,"low",10000
"female","6",19,"f",0,"three_sixes",NA,"high",4349.59,"high",2e+06,"low",3280.8,"low",3000
"male","6",32,"m",0,"two_sixes",1,"high",3728.22,"low",3e+06,"low",3280.8,"high",10000
"female","6",21,"f",0,"three_sixes",2,"low",5281.645,"low",750000,"low",6561.6,"high",10000
"female","6",22,"f",0,"two_sixes",1,"low",1864.11,"low",1e+06,"high",32808,"low",110
"female","6",18,"f",0,"three_sixes",NA,"low",NA,"low",760000,"low",2952.72,"low",600
"female","6",28,"m",0,"two_sixes",1.73205080756888,"high",4970.96,"low",NA,"high",39369.6,"high",10000
"female","6",19,"f",0,"two_sixes",3.16227766016838,"low",NA,"low",7e+05,"low",NA,"high",36000
"female","5",20,"f",0,"three_sixes",2.44948974278318,"low",NA,"low",3e+05,"low",3936.96,"low",500
"female","6",25,"f",0,"three_sixes",NA,"low",NA,"low",5e+05,"low",NA,"low",10000
"male","6",20,"f",0,"three_sixes",14.142135623731,"high",3728.22,"high",3e+06,"low",6561.6,"low",20000
"male","6",21,"f",0,"two_sixes",3.46410161513775,"low",3976.768,"high",2e+06,"low",NA,"low",250
"male","6",25,"f",0,"two_sixes",2,"low",NA,"low",5e+05,"low",3280.8,"low",250
"male","6",36,"f",0,"three_sixes",NA,"low",NA,"high",4e+06,"low",3936.96,"low",150
"male","6",24,"f",0,"two_sixes",3.16227766016838,"low",NA,"low",NA,"low",NA,"low",NA
"male","6",21,"f",0,"three_sixes",1.73205080756888,"low",2174.795,"low",1e+06,"high",36088.8,"high",10000
"male","6",21,"f",0,"two_sixes",1,"high",3106.85,"high",1e+06,"high",42650.4,"high",30000
"female","6",21,"f",0,"two_sixes",1,"low",NA,"high",3e+06,"low",NA,"high",25000
"female","6",25,"f",0,"three_sixes",1.73205080756888,"low",3106.85,"low",3e+05,"low",4921.2,"low",300
"male","6",20,"f",0,"three_sixes",NA,"low",2485.48,"high",1e+06,"low",2952.72,"low",2000
"male","6",18,"m",0,"two_sixes",3.16227766016838,"low",NA,"high",3400000,"high",29527.2,"high",12000
"female","6",20,"f",0,"two_sixes",2.44948974278318,"low",NA,"low",1e+06,"low",NA,"high",30000
