"expgender","exprace","numparticipants","age","sex","lab_or_online","us_or_international","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4","gainlossgroup","gainlossDV","sunkcosta","sunkcostb","reciprocityothera","reciprocityothera.1","reciprocityusa","reciprocityusb","sunkgroup","sunkDV","gainlossgroup.1","gainlossDV.1","quoteGroup","quote","ContactGroup","Imagineddv","IATexpmath","IATexpart","IATexp.overall","d_art"
"female","5","4",19,"f",0,0,0,2.44948974278318,0,2750,1,3500000,1,40000,0,175,1,1,9,NA,2,2,2,NA,0,9,1,1,1,5,0,2.5,3,5.83333333333333,5.41666666666667,0.482050322861308
"female","5","4",18,"f",0,0,1,2.23606797749979,0,3300,0,260000,1,35000,0,300,0,2,NA,5,2,2,2,NA,1,5,0,2,0,5,0,3.75,3,4.66666666666667,4.83333333333333,0.597727276601418
"female","5","4",19,"f",0,0,0,0,0,NA,1,8e+05,0,9000,1,40000,0,2,6,NA,1,1,1,NA,0,6,0,2,1,8,0,5,3,6.16666666666667,5.58333333333333,1.02948606837571
"female","6","5",18,"m",0,0,1,2.23606797749979,1,4000,1,4500000,1,43000,0,2000,1,1,NA,9,NA,NA,NA,2,1,9,1,1,0,1,1,3.25,5.83333333333333,3.66666666666667,2.91666666666667,0.320658449247056
"female","6","5",19,"f",0,0,0,2.44948974278318,0,5000,0,3e+05,0,4500,0,190,0,2,9,NA,1,1,1,NA,0,9,0,2,0,8,1,4.5,4.16666666666667,6.66666666666667,5.25,0.88721622109711
"female","6","5",18,"f",0,0,1,1.73205080756888,0,NA,1,1500000,1,39000,1,45000,1,1,NA,9,2,2,2,NA,1,9,1,1,0,3,0,4.75,3.33333333333333,6,5.33333333333333,0.275738545369949
"female","6","5",18,"m",0,0,0,1.4142135623731,0,2100,0,450000,1,30000,1,3000,1,1,NA,8,2,2,2,NA,1,8,1,1,1,4,1,6,5,6,4.5,0.741410496821838
"prefernot","6","3",18,"m",0,0,1,2.82842712474619,1,4200,0,9e+05,1,26580,0,2000,1,1,NA,9,NA,NA,NA,2,1,9,1,1,0,3,0,4.75,3.16666666666667,5.66666666666667,5.25,0.351745124518252
"prefernot","6","3",19,"f",0,0,1,1.73205080756888,1,3500,0,5e+05,1,43000,1,30000,1,1,9,NA,1,1,1,NA,0,9,1,1,1,3,0,6.5,6.33333333333333,6.83333333333333,4.25,0.457836542590767
"prefernot","6","3",21,"m",0,0,0,1,1,3500,1,3500000,1,39000,0,1000,1,2,NA,9,2,2,2,NA,1,9,1,2,0,3,1,6,5.66666666666667,7,4.66666666666667,0.995223670425099
"female","8","2",21,"f",0,0,1,2.23606797749979,1,4000,0,4e+05,1,45000,0,250,1,1,NA,7,1,1,1,NA,1,7,1,1,1,9,0,5,3,7,6,1.19173793559028
"female","8","2",20,"m",0,0,1,1.4142135623731,0,NA,1,6e+05,1,30000,0,1000,1,1,NA,8,NA,NA,NA,1,1,8,1,1,1,8,0,2.5,5.83333333333333,6.66666666666667,4.41666666666667,0.87547615672703
"female","10","1",20,"m",0,0,1,1.73205080756888,0,3000,0,1e+06,0,10000,1,2000,1,1,8,NA,NA,NA,NA,2,0,8,1,1,1,1,1,9,6.16666666666667,5.6,3.54545454545455,-0.210565806565396
"female","8","3",18,"m",0,0,0,1,0,3000,0,8e+05,1,10000,1,24000,1,2,NA,9,1,1,1,NA,1,9,1,2,0,6,1,4.5,4.66666666666667,4.83333333333333,4.08333333333333,-0.358141247436876
"female","8","3",19,"f",0,0,0,6,0,3000,1,1500000,0,5867,1,15000,1,2,9,NA,1,1,1,NA,0,9,1,2,0,5,0,3,3.33333333333333,4.33333333333333,4.5,0.611090461384376
"female","7","3",20,"f",0,0,0,1.73205080756888,0,3000,1,4e+06,0,15000,1,20000,0,1,6,NA,1,1,2,NA,0,6,0,1,1,3,1,6.75,2,5.66666666666667,5.83333333333333,0.999360588305646
"female","7","3",18,"m",0,0,1,10.3923048454133,0,3500,0,NA,1,27000,1,30000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,8,0,5.75,4,2.33333333333333,3.16666666666667,0.6878591157423
"female","7","3",18,"f",0,0,0,3.16227766016838,1,3000,1,2e+06,1,30000,0,250,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,8,1,7,2.66666666666667,6.83333333333333,6.08333333333333,0.682943140359254
"female","5","2",21,"f",0,0,1,2,0,3000,1,2e+06,1,23000,0,275,1,1,NA,9,2,2,2,NA,1,9,1,1,0,1,1,1.75,4.33333333333333,6,4.83333333333333,0.865085655305187
"female","6","10",18,"f",0,0,1,3.46410161513775,1,4000,0,250000,0,5000,1,15000,0,1,7,NA,NA,NA,NA,2,0,7,0,1,1,8,1,5.75,3,7,6,1.02595217973774
"female","6","10",19,"f",0,0,1,2.23606797749979,0,NA,1,3300000,0,NA,0,NA,1,2,9,NA,2,2,2,NA,0,9,1,2,1,8,0,1,3,7,6,1.05180733664868
"female","6","10",18,"f",0,0,0,1.73205080756888,0,NA,1,4e+06,0,7000,1,30000,0,2,NA,7,1,1,1,NA,1,7,0,2,0,6,1,6,3,6.83333333333333,5.91666666666667,0.615861178371032
"female","6","10",18,"f",0,0,0,2,1,3000,1,2500000,0,5000,0,500,0,NA,NA,5,NA,NA,NA,2,1,5,0,NA,1,5,1,8.25,3.83333333333333,6.16666666666667,5.16666666666667,0.684718075107516
"female","6","10",18,"m",0,0,0,2.23606797749979,0,NA,0,325000,0,7000,1,25000,1,2,NA,9,1,1,2,NA,1,9,1,2,1,5,0,5.25,3,4.83333333333333,4.91666666666667,0.321100754480548
"female","6","10",19,"f",0,0,0,5.47722557505166,0,2500,0,3e+05,1,30000,0,500,0,2,7,NA,2,2,1,NA,0,7,0,2,0,6,1,5,4,6.66666666666667,5.33333333333333,0.544401407884592
"female","6","10",18,"f",0,0,0,2,0,1700,0,3e+05,1,45000,1,43000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,3,0,5.75,3.66666666666667,6.83333333333333,5.58333333333333,1.12473811456664
"female","6","10",20,"f",0,0,0,1.73205080756888,0,NA,0,250000,1,32000,0,800,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,3,1,5.25,2.83333333333333,6.66666666666667,5.91666666666667,0.949033648455619
"female","6","10",18,"f",0,0,0,0,0,3000,0,250000,1,45000,0,NA,1,1,9,NA,2,2,2,NA,0,9,1,1,1,5,0,4.75,5.83333333333333,5.83333333333333,4,0.710554854432981
"","","",20,"f",1,0,1,8.94427190999916,0,5000,0,2500000,0,5000,0,205,1,1,NA,9,2,2,2,NA,1,9,1,1,1,7,1,1.75,4.16666666666667,6.83333333333333,5.33333333333333,-0.131322826715957
"","","",19,"f",1,0,0,2.23606797749979,0,5500,1,1e+06,0,NA,1,2850,0,2,9,NA,2,2,2,NA,0,9,0,2,1,7,0,7,3.66666666666667,5.5,4.91666666666667,0.179623354469785
"","","",18,"f",1,0,0,2.23606797749979,1,5350,1,3000013,0,6000,1,20000,0,1,9,NA,2,2,2,NA,0,9,0,1,1,6,1,2.75,3,6.83333333333333,5.91666666666667,0.671450013576539
"","","",20,"m",1,0,1,1,1,4600,1,4300000,0,3600,1,28000,0,NA,9,NA,NA,NA,NA,1,0,9,0,NA,1,7,0,4.5,4.5,7,5.25,0.192274985446168
"","","",18,"f",1,0,1,10,1,3000,0,1e+06,1,30000,1,25000,0,2,9,NA,2,2,2,NA,0,9,0,2,0,6,1,6.75,3.16666666666667,6.5,5.66666666666667,1.25961242842923
"","","",18,"f",1,0,0,2.64575131106459,0,2000,1,3518267,1,21569,0,2000,1,1,NA,9,2,2,2,NA,1,9,1,1,1,7,1,6.75,4.66666666666667,3.83333333333333,3.58333333333333,0.368458864842934
"","","",18,"f",1,0,0,2.23606797749979,1,4100,0,5e+05,1,40000,0,270,0,2,NA,9,NA,NA,1,NA,1,9,0,2,1,7,0,5.5,2.83333333333333,6.33333333333333,5.75,0.616296308721582
"","","",18,"f",1,0,0,1.73205080756888,1,5250,0,2e+06,0,2500,0,35000,1,1,NA,8,1,1,1,NA,1,8,1,1,0,4,0,3.75,4,6.33333333333333,5.16666666666667,1.17249628873569
"","","",18,"m",1,0,1,3.46410161513775,0,NA,0,260000,0,NA,0,333,0,1,NA,9,NA,NA,NA,1,1,9,0,1,0,5,0,2.75,3,6,5.5,0.468084280418887
"","","",18,"f",1,0,0,1.73205080756888,0,NA,0,1e+06,0,10000,1,45000,1,1,NA,7,NA,NA,NA,1,1,7,1,1,0,1,1,3.5,5.83333333333333,5.16666666666667,3.66666666666667,-0.191192449289604
"","","",19,"f",1,0,0,1.73205080756888,0,2000,1,4999999,0,3000,1,25000,1,1,NA,9,2,2,2,NA,1,9,1,1,1,9,1,4.25,7,3,2,0.224744452020736
"","","",18,"m",1,0,1,1.4142135623731,0,3000,1,1e+06,1,21000,0,10000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,3,0,4,6,6,4,0.193159741066247
"","","",20,"f",1,0,1,3.16227766016838,1,5000,0,250000,0,2500,1,15000,0,2,NA,9,1,1,1,NA,1,9,0,2,1,8,0,5,5.5,6.66666666666667,4.58333333333333,0.285233787734652
"","","",20,"f",1,0,0,2,1,5700,0,1500000,0,28000,1,30000,1,1,NA,5,NA,NA,NA,1,1,5,1,1,1,9,1,8.5,5.5,6.83333333333333,4.66666666666667,1.02997171576143
"","","",22,"f",1,0,0,1.73205080756888,0,1700,0,2e+06,0,4100,0,NA,1,1,NA,8,2,2,2,NA,1,8,1,1,0,7,1,4.5,5.66666666666667,4.16666666666667,3.25,0.471935501166666
"","","",18,"f",1,0,1,4.24264068711928,1,4000,0,NA,1,42000,0,200,0,2,NA,4,1,1,1,NA,1,4,0,2,0,6,1,5.5,4.33333333333333,6.16666666666667,4.91666666666667,0.248125442627441
"","","",18,"f",1,0,1,5,0,3000,0,3e+05,0,NA,0,150,1,1,9,NA,2,2,2,NA,0,9,1,1,0,5,1,5.75,5.66666666666667,3.5,2.91666666666667,0.567004715454975
"","","",18,"f",1,0,0,2.23606797749979,1,3500,0,250000,1,30000,1,10000,1,1,8,NA,1,1,1,NA,0,8,1,1,1,5,1,5,2.83333333333333,3.83333333333333,4.5,0.93697562902892
"","","",18,"f",1,0,1,3.16227766016838,1,3500,0,1e+06,1,36000,0,10000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,5,0,5,4,4.5,4.25,0.211660325423141
"","","",19,"f",1,0,0,2,1,4500,0,4e+05,0,4000,0,500,0,1,NA,9,NA,NA,NA,1,1,9,0,1,0,5,1,5.5,2.33333333333333,7,6.33333333333333,0.320274479913186
"","","",20,"f",1,0,0,1.73205080756888,1,5500,1,3e+06,0,NA,1,10000,1,1,2,NA,NA,NA,NA,1,0,2,1,1,0,5,1,3.5,4.33333333333333,6.16666666666667,4.91666666666667,0.325907647751677
"","","",18,"f",1,0,1,2.44948974278318,0,3000,0,5e+05,1,40000,0,232,0,1,7,NA,2,2,2,NA,0,7,0,1,0,5,0,4.25,3,5,5,0.662044824869754
"","","",18,"f",1,0,1,2.64575131106459,0,4500,1,3e+06,0,5000,0,300,0,2,9,NA,1,1,2,NA,0,9,0,2,1,7,0,3.5,4.16666666666667,6.33333333333333,5.08333333333333,0.13837071623848
"","","",19,"f",1,0,0,2.23606797749979,0,NA,0,NA,1,3500,0,550,0,1,9,NA,2,2,2,NA,0,9,0,1,1,5,0,1.75,2.66666666666667,6.16666666666667,5.75,-0.276120432522225
"","","",18,"f",1,0,1,1,1,3000,0,5e+05,0,29000,0,NA,1,2,NA,6,1,1,2,NA,1,6,1,2,0,4,0,5.25,2,7,6.5,1.13023076894779
"","","",19,"f",1,0,0,1.73205080756888,1,5700,1,3200000,0,3600,1,26000,1,2,NA,3,NA,NA,NA,1,1,3,1,2,1,5,0,3,3.66666666666667,5.66666666666667,5,0.421223689331176
"","","",18,"f",1,0,1,1,1,3000,0,5e+05,0,29000,0,NA,0,2,NA,6,NA,NA,NA,1,1,6,0,2,1,3,1,5.5,2,7,6.5,0.0192169415897089
"","","",18,"f",1,0,0,1,1,4000,1,3e+05,1,41500,0,120,0,1,NA,7,NA,NA,NA,2,1,7,0,1,0,5,0,4.75,2.5,6.33333333333333,5.91666666666667,0.681404135110876
"","","",19,"f",1,0,0,3,0,NA,1,1750000,0,NA,0,NA,1,1,NA,2,NA,NA,NA,1,1,2,1,1,1,5,0,4.25,4.83333333333333,5.5,4.33333333333333,0.284931697628409
"","","",19,"f",1,0,1,4.47213595499958,1,4500,1,2e+06,0,10000,1,35000,0,1,9,NA,NA,NA,NA,2,0,9,0,1,0,6,0,5.75,5.33333333333333,5.33333333333333,4,0.881019134936115
"","","",21,"f",1,0,0,1.4142135623731,1,4800,0,1e+06,0,16000,0,500,1,1,NA,2,NA,NA,NA,1,1,2,1,1,1,3,1,6.5,2.83333333333333,6.33333333333333,5.75,0.068366563758886
"","","",19,"f",1,0,1,1.73205080756888,0,2000,1,2e+06,0,5035,1,30000,0,2,7,NA,1,1,1,NA,0,7,0,2,0,5,0,3.5,3,7,6,0.642708659750464
"","","",18,"f",1,0,0,3.16227766016838,1,3500,0,3e+05,1,45000,1,35000,0,2,8,NA,2,2,2,NA,0,8,0,2,1,3,0,1.75,6,3.5,2.75,-0.610350496399645
"","","",19,"f",1,0,1,3.60555127546399,1,5500,0,3500000,0,4000,0,2000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,5,1,8.25,3,6.5,5.75,0.983726005317315
"","","",20,"m",1,0,1,4.12310562561766,0,NA,0,NA,0,NA,0,300,0,2,NA,9,1,1,1,NA,1,9,0,2,1,7,1,5.25,5.83333333333333,7,4.58333333333333,1.27247284672464
"","","",20,"m",1,0,0,1,1,3200,1,2800000,1,31000,1,9000,0,1,9,NA,1,1,2,NA,0,9,0,1,0,7,1,1.25,4.83333333333333,2.83333333333333,3,-0.209623959822286
"","","",18,"f",1,0,0,1,1,3000,1,3e+06,0,10000,0,20000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,3,0,2,3,5.83333333333333,5.41666666666667,1.1194584785033
"","","",19,"f",1,0,1,2.44948974278318,0,3000,0,200800,1,45000,1,30000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,0,4,1,7,3,6.5,5.75,0.926575698856728
"","","",19,"f",1,0,0,1,1,4564,0,350010,0,3100,1,10000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,5,1,6.25,3.16666666666667,6.83333333333333,5.83333333333333,0.328509491616132
"","","",20,"m",1,0,0,1.73205080756888,0,3000,1,3e+06,1,29000,0,11000,0,2,NA,9,1,1,1,NA,1,9,0,2,1,5,0,3.5,3.33333333333333,7,5.83333333333333,-0.194987405223976
"","","",18,"f",1,0,1,1.73205080756888,1,4500,0,288000,1,38000,1,10000,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,5,0,2.75,4.83333333333333,6.33333333333333,4.75,0.814255732722991
"","","",18,"f",1,0,1,1.4142135623731,1,2800,0,623000,0,8076,0,378,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,8,1,4.5,3.5,5.16666666666667,4.83333333333333,-0.15445363599416
"","","",19,"f",1,0,0,0,0,3000,0,430000,1,34500,1,37000,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,4,1,5,4.33333333333333,6,4.83333333333333,0.0687562068846774
"","","",22,"f",1,0,0,NA,0,NA,1,2e+06,1,4500,1,23000,1,1,9,NA,NA,NA,NA,2,0,9,1,1,0,5,1,4.5,2.16666666666667,6,5.91666666666667,0.67404921583331
"","","",19,"f",1,0,0,3.60555127546399,1,5500,0,NA,1,5000,0,3000,0,1,9,NA,1,1,1,NA,0,9,0,1,0,5,1,8.25,3,6.5,5.75,0.300233300186169
"","","",20,"f",1,0,1,1.73205080756888,1,3000,0,4e+05,1,30000,0,500,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,3,0,2.5,3,6,5.5,0.877463271387583
"","","",19,"f",1,0,0,4.24264068711928,1,3500,0,350000,0,15000,1,15000,0,2,9,NA,NA,NA,NA,2,0,9,0,2,0,1,1,2,2.83333333333333,6.16666666666667,5.66666666666667,0.0675244773011318
"","","",19,"m",1,0,0,NA,0,NA,0,350981,1,44587,0,35000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,7,1,3.75,6,5.66666666666667,3.83333333333333,-0.739342169507073
"","","",18,"f",1,0,1,2.23606797749979,0,2500,1,3500000,0,2500,0,150,0,2,9,NA,1,1,2,NA,0,9,0,2,0,4,1,3.5,6.33333333333333,5,3.33333333333333,1.1561875233863
"","","",18,"m",1,0,1,3.60555127546399,1,3000,1,3e+06,0,29000,1,10000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,2,0,5.5,6.5,6,3.75,-0.266221164573453
"","","",19,"f",1,0,0,1.73205080756888,0,NA,0,1e+06,1,35000,0,NA,0,1,NA,7,2,2,2,NA,1,7,0,1,0,5,1,2.75,4.5,6.16666666666667,4.83333333333333,1.43671031651095
"","","",18,"f",1,0,0,1,1,3000,1,3800000,1,38000,0,1000,0,2,NA,9,NA,NA,NA,2,1,9,0,2,0,7,1,2.5,3.16666666666667,3.33333333333333,4.08333333333333,-0.390519132816924
"","","",18,"m",1,0,1,3.16227766016838,0,4000,0,5e+05,1,20000,0,600,0,1,9,NA,1,1,1,NA,0,9,0,1,1,5,1,2,3.83333333333333,3.83333333333333,4,-0.408927485587119
"","","",18,"f",1,0,0,1.73205080756888,0,NA,0,NA,0,NA,0,30000,1,1,NA,2,NA,NA,NA,2,1,2,1,1,1,7,0,5.5,6.16666666666667,6,3.91666666666667,0.379967614882435
"","","",19,"f",1,0,1,1.73205080756888,0,2000,1,3e+06,0,4000,1,49000,1,2,NA,9,NA,NA,NA,2,1,9,1,2,0,5,1,4,6.33333333333333,5.5,3.58333333333333,-0.673316023001467
"","","",19,"f",1,0,0,0,1,4000,0,350000,1,35500,0,130,0,1,NA,9,2,2,2,NA,1,9,0,1,1,6,0,3,7,4.33333333333333,2.66666666666667,0.057733740983902
"","","",19,"m",1,0,0,NA,0,NA,0,NA,0,NA,1,4000,1,1,7,NA,NA,NA,NA,1,0,7,1,1,1,8,0,7.25,6.16666666666667,6.66666666666667,4.25,0.627948156554425
"","","",18,"f",1,0,1,1.73205080756888,0,4000,0,310000,0,3000,1,32000,1,1,5,NA,NA,NA,NA,2,0,5,1,1,0,6,0,1.75,2.66666666666667,7,6.16666666666667,0.697483328281464
"","","",19,"m",1,0,0,1,1,3214,1,2500000,0,12543,1,26300,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,6,0,4,4.5,6,4.75,-0.534380661733035
"","","",18,"f",1,0,0,NA,1,4500,1,2e+06,0,5000,0,250,0,1,NA,9,NA,NA,NA,2,1,9,0,1,0,1,1,4,3,3.33333333333333,4.16666666666667,0.306757298915246
"","","",18,"f",1,0,1,1.4142135623731,0,NA,0,5e+05,1,40000,1,20000,1,2,NA,4,1,1,1,NA,1,4,1,2,1,7,1,2.25,6.16666666666667,4.66666666666667,3.25,0.366580711657207
"","","",19,"f",1,0,1,1.73205080756888,1,3750,0,3e+06,0,40000,1,25000,0,1,9,NA,NA,NA,NA,1,0,9,0,1,0,4,1,8.5,3.5,6.16666666666667,5.33333333333333,0.135973882089558
"","","",18,"f",1,0,1,4.47213595499958,1,5000,0,3e+05,0,5000,1,20000,1,1,NA,8,NA,NA,NA,1,1,8,1,1,1,7,1,5.5,3,7,6,0.794726090213383
"","","",18,"f",1,0,1,2.23606797749979,1,5000,1,2e+06,0,14000,0,1500,1,1,NA,9,NA,NA,NA,2,1,9,1,1,0,5,1,4.5,2.5,7,6.25,0.71241899140032
"","","",19,"f",1,0,1,5,0,3000,1,3987567,0,4500,1,17000,1,2,9,NA,1,1,1,NA,0,9,1,2,1,4,1,6.75,6.16666666666667,6.33333333333333,4.08333333333333,0.0212320920627851
"","","",19,"f",1,0,1,2.64575131106459,0,4000,1,4e+06,1,40000,1,35000,1,2,NA,9,NA,NA,NA,2,1,9,1,2,1,8,1,5.25,2.83333333333333,7,6.08333333333333,0.994566736090784
"","","",32,"f",1,0,0,2,1,3500,1,3500000,0,5000,0,NA,0,1,9,NA,1,1,1,NA,0,9,0,1,1,8,0,6.5,6.33333333333333,6.66666666666667,4.16666666666667,0.934814105260618
"","","",18,"m",1,0,0,1.73205080756888,0,2400,1,8e+05,1,38000,0,600,1,2,9,NA,NA,NA,NA,1,0,9,1,2,1,4,1,4.5,3.66666666666667,5.66666666666667,5,0.596011100348921
"","","",19,"f",1,0,1,4.24264068711928,1,4000,1,3e+06,0,20000,0,NA,1,1,7,NA,NA,NA,NA,1,0,7,1,1,1,7,1,8,3.66666666666667,6.66666666666667,5.5,1.42132074875337
"","","",18,"f",1,0,1,10.1488915650922,0,NA,1,1020000,0,6000,0,101,1,1,NA,9,NA,NA,NA,2,1,9,1,1,1,3,1,5.25,3.83333333333333,5.5,4.83333333333333,0.0293860040090787
"","","",18,"f",1,0,0,0,1,3000,0,350000,1,40000,0,200,1,2,8,NA,2,2,2,NA,0,8,1,2,0,4,1,6.75,2.83333333333333,6.66666666666667,5.91666666666667,0.629003803890877
"","","",18,"f",1,0,1,3.46410161513775,1,5500,1,3e+06,1,42000,1,27500,0,2,9,NA,1,1,1,NA,0,9,0,2,0,6,1,5.5,3.16666666666667,7,5.91666666666667,0.732648899576036
"","","",20,"m",1,0,0,0,0,2300,1,2500000,1,28000,1,20000,1,1,8,NA,NA,NA,NA,1,0,8,1,1,1,7,0,3.5,5.66666666666667,3.33333333333333,2.83333333333333,0.00584651871299954
"","","",18,"f",1,0,0,3.46410161513775,1,4500,0,3e+05,1,40000,0,250,0,2,NA,7,NA,NA,NA,1,1,7,0,2,0,8,0,5.75,3,7,6,0.940029376871927
"","","",18,"f",1,0,1,3.46410161513775,1,5680,1,2500000,1,37500,1,45000,0,1,9,NA,2,2,2,NA,0,9,0,1,1,9,0,6.5,4.16666666666667,6.83333333333333,5.33333333333333,0.36148531632353
"","","",19,"f",1,0,0,2.44948974278318,0,NA,0,5e+05,0,5000,1,25000,0,2,8,NA,1,1,1,NA,0,8,0,2,1,5,0,6.25,3.33333333333333,5.5,5.08333333333333,1.05693334139376
"","","",18,"f",1,0,1,7.07106781186548,0,3500,0,NA,0,10000,1,1600,1,1,NA,7,NA,NA,NA,1,1,7,1,1,1,4,1,4.5,3.66666666666667,5.33333333333333,4.83333333333333,0.540228715937473
"","","",19,"f",1,0,0,2.23606797749979,1,3000,0,NA,0,8000,0,500,0,1,NA,9,NA,NA,NA,1,1,9,0,1,1,3,1,3,2.33333333333333,6.16666666666667,5.91666666666667,0.425058997329008
"","","",18,"m",1,0,0,4.89897948556636,1,3000,0,5e+05,0,4000,0,2000,0,2,9,NA,1,1,2,NA,0,9,0,2,1,4,0,1.75,4.83333333333333,3,3.08333333333333,0.224689816165033
"","","",20,"f",1,0,0,2.44948974278318,0,3000,0,215000,0,NA,0,NA,0,2,NA,6,2,2,2,NA,1,6,0,2,0,5,1,4.5,2.2,4.5,5.09090909090909,0.400288686785961
"","","",18,"f",1,0,1,3.16227766016838,1,3000,1,5e+05,1,38000,1,10000,1,1,NA,8,1,1,1,NA,1,8,1,1,1,4,1,4,2.66666666666667,5.5,5.41666666666667,0.732835764190232
"","","",18,"f",1,0,1,5.47722557505166,1,3000,1,6e+05,1,30000,0,500,0,2,NA,9,1,1,2,NA,1,9,0,2,1,4,1,5.75,4.5,5.5,4.5,0.319844115419386
"","","",21,"f",1,0,1,10,1,4000,0,NA,0,2001,0,45000,1,2,NA,9,1,1,1,NA,1,9,1,2,1,9,1,1,4,4,4,NA
"","","",18,"f",1,0,0,3.16227766016838,1,3000,0,315000,0,4805,0,500,0,1,NA,6,NA,NA,NA,2,1,6,0,1,0,7,0,5.75,3,6.5,5.75,1.0334707871437
"","","",22,"f",1,0,0,2.64575131106459,1,3500,0,2e+06,1,29000,0,5000,0,2,9,NA,2,2,2,NA,0,9,0,2,0,5,0,3.75,4,6.5,5.25,0.34532555952946
"","","",18,"f",1,0,0,3.16227766016838,1,4000,0,750000,1,30000,1,20000,0,NA,NA,8,NA,NA,NA,NA,1,8,0,NA,1,5,1,3.5,4,5.66666666666667,4.83333333333333,0.968462633050493
"","","",17,"m",1,0,1,4.89897948556636,0,2500,1,3e+06,0,3862,1,11000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,6,0,6.75,3,6.83333333333333,5.91666666666667,0.39477366939801
"","","",21,"f",1,0,0,1.73205080756888,0,1750,0,NA,1,43000,0,150,1,2,NA,9,NA,NA,NA,2,1,9,1,2,1,9,1,5.75,7,6.83333333333333,3.91666666666667,0.0944880911747795
"","","",19,"f",1,0,1,1.4142135623731,0,3000,1,4e+06,1,44000,0,2000,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,8,0,3.75,5.33333333333333,6.16666666666667,4.41666666666667,-0.143286465232325
"","","",19,"m",1,0,0,3.16227766016838,1,2000,0,225000,0,2600,1,23000,1,1,9,NA,NA,NA,NA,2,0,9,1,1,0,6,1,2,5.5,3,2.75,-0.258864281514171
"","","",18,"f",1,0,0,1.73205080756888,0,3200,0,8e+05,0,NA,1,40000,0,2,4,NA,NA,NA,NA,1,0,4,0,2,1,3,1,3,3,7,6,1.03362992749383
"","","",18,"f",1,0,1,3,0,NA,1,4987000,0,NA,0,NA,0,2,NA,9,1,1,NA,NA,1,9,0,2,1,7,0,5,3.33333333333333,5.83333333333333,5.25,1.20501329406309
"","","",20,"f",1,0,1,2.64575131106459,0,NA,0,3e+05,0,3000,1,45000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,9,0,2.5,3,7,6,0.920788149800021
"","","",21,"m",1,0,0,1.73205080756888,1,5000,0,4e+05,1,40000,0,200,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,9,1,7.75,7,5.66666666666667,3.33333333333333,-0.594505670465283
"","","",18,"f",1,0,0,1.73205080756888,1,4578,0,1e+06,1,32000,1,30000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,7,0,4.25,4.66666666666667,6.66666666666667,5,0.749704269315962
"","","",18,"f",1,0,0,2.23606797749979,0,2500,1,4200000,1,43000,0,10000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,7,0,7,3,5,5,0.794148831567927
"","","",19,"f",1,0,1,10,1,4500,1,2e+06,0,5000,1,30000,1,1,NA,8,1,1,1,NA,1,8,1,1,1,9,1,4.5,2.5,6.33333333333333,5.91666666666667,0.597663797225525
"","","",18,"m",1,0,0,0,1,3300,0,1500000,0,21000,1,32000,0,2,NA,9,1,1,1,NA,1,9,0,2,0,5,1,6.25,5.66666666666667,5,3.66666666666667,0.0575733588337765
"","","",19,"m",1,0,1,7.07106781186548,0,NA,0,NA,0,35000,0,1000,0,2,9,NA,1,1,1,NA,0,9,0,2,0,2,1,4.75,6,5.66666666666667,3.83333333333333,0.0842237080936478
"","","",19,"f",1,0,0,2,1,4095,1,4e+06,0,14000,0,3000,0,2,NA,1,1,1,1,NA,1,1,0,2,0,7,0,4.5,3.5,6.66666666666667,5.58333333333333,1.17045105393714
"","","",18,"f",1,0,0,NA,1,4000,0,7e+05,1,40000,0,NA,0,1,NA,9,NA,NA,NA,2,1,9,0,1,1,9,0,2.5,5.5,6.83333333333333,4.66666666666667,-0.483904067908754
"","","",19,"f",1,0,0,1.4142135623731,0,3000,0,350000,1,43500,0,2000,0,2,9,NA,1,1,2,NA,0,9,0,2,1,8,1,3.75,2.2,6.66666666666667,6.27272727272727,0.621777401424584
"","","",18,"f",1,0,0,3.16227766016838,1,4500,0,NA,1,43000,1,35000,0,2,NA,9,NA,NA,NA,2,1,9,0,2,0,5,0,5,3.66666666666667,6,5.09090909090909,-0.127196899374335
