"year","school","exam","perc.free.meals","perc.vr.band","female","VR.band.student","ethnic","school.gender","school.denom"
3,36,3,29,25,0,2,1,"mixed",1
3,36,13,29,25,1,2,1,"mixed",1
3,36,30,29,25,1,2,1,"mixed",1
3,36,22,29,25,0,2,1,"mixed",1
3,36,7,29,25,0,2,1,"mixed",1
3,36,25,29,25,1,2,1,"mixed",1
3,36,1,29,25,1,3,1,"mixed",1
3,36,5,29,25,1,3,1,"mixed",1
3,36,9,29,25,0,2,1,"mixed",1
2,37,13,27,32,1,3,1,"female",1
2,37,9,27,32,1,3,1,"female",1
2,37,68,27,32,1,2,1,"female",1
2,37,17,27,32,1,2,1,"female",1
2,37,51,27,32,1,1,1,"female",1
2,37,10,27,32,1,1,1,"female",1
2,37,36,27,32,1,1,1,"female",1
2,37,18,27,32,1,2,1,"female",1
2,37,47,27,32,1,1,1,"female",1
2,37,58,27,32,1,2,1,"female",1
2,37,11,27,32,1,2,1,"female",1
2,37,31,27,32,1,2,1,"female",1
2,37,49,27,32,1,1,1,"female",1
2,37,18,27,32,1,1,1,"female",1
2,37,38,27,32,1,2,1,"female",1
2,37,37,27,32,1,1,1,"female",1
2,37,11,27,32,1,3,1,"female",1
2,37,19,27,32,1,2,1,"female",1
2,37,19,27,32,1,2,1,"female",1
2,37,18,27,32,1,2,1,"female",1
2,37,31,27,32,1,1,1,"female",1
2,37,17,27,32,1,1,1,"female",1
2,37,14,27,32,1,2,1,"female",1
2,37,21,27,32,1,2,1,"female",1
2,37,6,27,32,1,2,1,"female",1
2,37,26,27,32,1,2,1,"female",1
2,37,21,27,32,1,2,1,"female",1
2,37,23,27,32,1,2,1,"female",1
2,37,14,27,32,1,2,1,"female",1
2,37,26,27,32,1,2,1,"female",1
2,37,31,27,32,1,1,1,"female",1
2,37,13,27,32,1,2,1,"female",1
2,37,23,27,32,1,2,1,"female",1
2,37,18,27,32,1,2,1,"female",1
2,37,45,27,32,1,1,1,"female",1
2,37,28,27,32,1,2,7,"female",1
2,37,21,27,32,1,2,1,"female",1
2,37,24,27,32,1,2,1,"female",1
2,37,60,27,32,1,2,1,"female",1
2,37,23,27,32,1,2,1,"female",1
2,37,20,27,32,1,2,1,"female",1
2,37,22,27,32,1,2,1,"female",1
2,37,14,27,32,1,2,1,"female",1
2,37,24,27,32,1,2,1,"female",1
2,37,40,27,32,1,1,1,"female",1
2,37,19,27,32,1,2,11,"female",1
2,37,9,27,32,1,3,1,"female",1
2,37,31,27,32,1,2,1,"female",1
2,37,5,27,32,1,3,1,"female",1
2,37,15,27,32,1,2,1,"female",1
2,37,39,27,32,1,2,1,"female",1
2,37,15,27,32,1,2,1,"female",1
2,37,30,27,32,1,2,1,"female",1
2,37,17,27,32,1,3,5,"female",1
2,37,19,27,32,1,1,1,"female",1
2,37,39,27,32,1,2,1,"female",1
2,37,7,27,32,1,2,1,"female",1
2,37,24,27,32,1,3,1,"female",1
2,37,13,27,32,1,3,1,"female",1
2,37,11,27,32,1,2,1,"female",1
2,37,26,27,32,1,2,1,"female",1
2,37,26,27,32,1,2,1,"female",1
2,37,27,27,32,1,2,1,"female",1
2,37,18,27,32,1,2,1,"female",1
2,37,19,27,32,1,2,1,"female",1
2,37,15,27,32,1,2,1,"female",1
2,37,13,27,32,1,2,1,"female",1
2,37,16,27,32,1,2,2,"female",1
2,37,15,27,32,1,2,1,"female",1
2,37,21,27,32,1,2,1,"female",1
2,37,46,27,32,1,2,1,"female",1
2,37,13,27,32,1,1,1,"female",1
2,37,2,27,32,1,2,10,"female",1
2,37,19,27,32,1,2,1,"female",1
2,37,20,27,32,1,2,1,"female",1
2,37,9,27,32,1,3,1,"female",1
3,37,16,27,26,1,3,1,"female",1
3,37,5,27,26,1,2,1,"female",1
3,37,7,27,26,1,2,1,"female",1
3,37,27,27,26,1,1,1,"female",1
3,37,20,27,26,1,2,1,"female",1
3,37,11,27,26,1,2,1,"female",1
3,37,20,27,26,1,2,1,"female",1
3,37,34,27,26,1,2,1,"female",1
3,37,30,27,26,1,2,1,"female",1
3,37,12,27,26,1,2,1,"female",1
3,37,33,27,26,1,2,1,"female",1
3,37,9,27,26,1,2,1,"female",1
3,37,32,27,26,1,1,1,"female",1
3,37,20,27,26,1,3,1,"female",1
3,37,18,27,26,1,2,8,"female",1
3,37,6,27,26,1,2,1,"female",1
3,37,11,27,26,1,3,1,"female",1
3,37,18,27,26,1,2,1,"female",1
3,37,19,27,26,1,2,1,"female",1
3,37,25,27,26,1,2,1,"female",1
3,37,32,27,26,1,1,1,"female",1
3,37,24,27,26,1,1,1,"female",1
3,37,22,27,26,1,1,1,"female",1
3,37,14,27,26,1,2,1,"female",1
3,37,20,27,26,1,2,1,"female",1
3,37,17,27,26,1,2,1,"female",1
3,37,32,27,26,1,1,1,"female",1
3,37,17,27,26,1,2,1,"female",1
3,37,26,27,26,1,2,1,"female",1
3,37,17,27,26,1,2,1,"female",1
3,37,17,27,26,1,1,1,"female",1
3,37,24,27,26,1,2,1,"female",1
3,37,14,27,26,1,1,1,"female",1
3,37,9,27,26,1,3,1,"female",1
3,37,37,27,26,1,1,1,"female",1
3,37,3,27,26,1,2,11,"female",1
3,37,4,27,26,1,2,1,"female",1
3,37,4,27,26,1,2,1,"female",1
3,37,33,27,26,1,2,1,"female",1
3,37,25,27,26,1,2,1,"female",1
3,37,28,27,26,1,2,1,"female",1
3,37,23,27,26,1,1,1,"female",1
3,37,17,27,26,1,1,8,"female",1
3,37,18,27,26,1,1,1,"female",1
3,37,26,27,26,1,2,1,"female",1
3,37,42,27,26,1,2,10,"female",1
3,37,24,27,26,1,2,1,"female",1
3,37,19,27,26,1,2,1,"female",1
3,37,16,27,26,1,2,1,"female",1
3,37,18,27,26,1,2,1,"female",1
3,37,2,27,26,1,3,1,"female",1
3,37,36,27,26,1,2,1,"female",1
3,37,38,27,26,1,2,1,"female",1
3,37,16,27,26,1,2,1,"female",1
3,37,50,27,26,1,1,1,"female",1
3,37,31,27,26,1,2,1,"female",1
3,37,2,27,26,1,3,7,"female",1
3,37,11,27,26,1,2,1,"female",1
3,37,41,27,26,1,1,7,"female",1
3,37,34,27,26,1,1,1,"female",1
3,37,9,27,26,1,2,1,"female",1
3,37,40,27,26,1,1,1,"female",1
3,37,42,27,26,1,1,1,"female",1
3,37,7,27,26,1,2,1,"female",1
3,37,23,27,26,1,2,1,"female",1
3,37,19,27,26,1,2,1,"female",1
3,37,22,27,26,1,2,7,"female",1
3,37,18,27,26,1,2,1,"female",1
3,37,23,27,26,1,2,1,"female",1
1,38,25,27,24,1,2,8,"female",1
1,38,37,27,24,1,2,10,"female",1
1,38,32,27,24,1,2,7,"female",1
1,38,15,27,24,1,3,5,"female",1
1,38,46,27,24,1,1,11,"female",1
1,38,6,27,24,1,2,5,"female",1
1,38,19,27,24,1,1,7,"female",1
1,38,24,27,24,1,1,2,"female",1
1,38,30,27,24,1,1,1,"female",1
1,38,30,27,24,1,1,5,"female",1
1,38,19,27,24,1,2,1,"female",1
1,38,13,27,24,1,2,1,"female",1
1,38,9,27,24,1,3,1,"female",1
1,38,16,27,24,1,2,5,"female",1
1,38,17,27,24,1,2,5,"female",1
1,38,39,27,24,1,2,4,"female",1
1,38,16,27,24,1,2,5,"female",1
1,38,17,27,24,1,2,8,"female",1
1,38,25,27,24,1,1,5,"female",1
1,38,41,27,24,1,1,7,"female",1
1,38,15,27,24,1,3,7,"female",1
1,38,19,27,24,1,2,5,"female",1
1,38,9,27,24,1,2,5,"female",1
1,38,18,27,24,1,2,2,"female",1
1,38,8,27,24,1,3,5,"female",1
1,38,3,27,24,1,3,5,"female",1
1,38,6,27,24,1,2,1,"female",1
1,38,10,27,24,1,2,5,"female",1
1,38,11,27,24,1,2,5,"female",1
1,38,21,27,24,1,2,8,"female",1
1,38,16,27,24,1,2,5,"female",1
1,38,17,27,24,1,2,8,"female",1
1,38,2,27,24,1,3,1,"female",1
1,38,22,27,24,1,2,7,"female",1
1,38,25,27,24,1,2,5,"female",1
1,38,29,27,24,1,1,9,"female",1
1,38,18,27,24,1,2,1,"female",1
1,38,26,27,24,1,1,1,"female",1
1,38,15,27,24,1,3,5,"female",1
1,38,21,27,24,1,2,8,"female",1
1,38,10,27,24,1,3,5,"female",1
1,38,22,27,24,1,2,5,"female",1
1,38,24,27,24,1,2,7,"female",1
1,38,37,27,24,1,1,1,"female",1
1,38,30,27,24,1,2,7,"female",1
1,38,31,27,24,1,1,1,"female",1
1,38,18,27,24,1,2,1,"female",1
1,38,28,27,24,1,1,1,"female",1
1,38,17,27,24,1,2,8,"female",1
1,38,30,27,24,1,1,5,"female",1
1,38,8,27,24,1,2,1,"female",1
1,38,9,27,24,1,3,5,"female",1
1,38,19,27,24,1,1,5,"female",1
1,38,19,27,24,1,2,1,"female",1
1,38,5,27,24,1,3,5,"female",1
1,38,29,27,24,1,1,5,"female",1
1,38,9,27,24,1,2,1,"female",1
1,38,26,27,24,1,2,1,"female",1
1,38,25,27,24,1,2,1,"female",1
1,38,40,27,24,1,2,8,"female",1
1,38,26,27,24,1,2,7,"female",1
1,38,18,27,24,1,3,6,"female",1
1,38,32,27,24,1,1,1,"female",1
1,38,14,27,24,1,2,10,"female",1
1,38,13,27,24,1,2,1,"female",1
1,38,21,27,24,1,1,1,"female",1
1,38,8,27,24,1,2,1,"female",1
1,38,27,27,24,1,2,8,"female",1
1,38,24,27,24,1,2,5,"female",1
1,38,20,27,24,1,1,1,"female",1
1,38,28,27,24,1,2,1,"female",1
1,38,27,27,24,1,1,1,"female",1
1,38,7,27,24,1,3,8,"female",1
1,39,20,31,30,0,2,1,"male",1
1,39,34,31,30,0,1,11,"male",1
1,39,11,31,30,0,3,1,"male",1
1,39,18,31,30,0,2,5,"male",1
1,39,22,31,30,0,2,1,"male",1
1,39,26,31,30,0,2,10,"male",1
1,39,5,31,30,0,2,5,"male",1
1,39,8,31,30,0,2,1,"male",1
1,39,11,31,30,0,2,1,"male",1
1,39,26,31,30,0,1,1,"male",1
1,39,45,31,30,0,1,1,"male",1
1,39,38,31,30,0,1,1,"male",1
1,39,17,31,30,0,2,1,"male",1
1,39,17,31,30,0,2,5,"male",1
1,39,7,31,30,0,3,1,"male",1
1,39,13,31,30,0,3,1,"male",1
1,39,30,31,30,0,1,1,"male",1
1,39,15,31,30,0,2,1,"male",1
1,39,21,31,30,0,1,1,"male",1
1,39,16,31,30,0,2,1,"male",1
1,39,7,31,30,0,2,5,"male",1
1,39,22,31,30,0,1,1,"male",1
1,39,1,31,30,0,3,1,"male",1
1,39,18,31,30,0,2,5,"male",1
1,39,47,31,30,0,1,1,"male",1
1,39,35,31,30,0,1,1,"male",1
1,39,40,31,30,0,1,1,"male",1
1,39,3,31,30,0,3,1,"male",1
1,39,28,31,30,0,2,1,"male",1
1,39,25,31,30,0,1,11,"male",1
1,39,10,31,30,0,2,1,"male",1
1,39,4,31,30,0,3,1,"male",1
1,39,11,31,30,0,2,1,"male",1
1,39,3,31,30,0,2,10,"male",1
1,39,11,31,30,0,2,1,"male",1
1,39,31,31,30,0,2,5,"male",1
1,39,1,31,30,0,3,5,"male",1
1,39,20,31,30,0,2,1,"male",1
1,39,8,31,30,0,2,5,"male",1
1,39,21,31,30,0,2,1,"male",1
1,39,7,31,30,0,3,5,"male",1
1,39,19,31,30,0,2,1,"male",1
1,39,44,31,30,0,1,1,"male",1
1,39,22,31,30,0,1,1,"male",1
1,39,44,31,30,0,1,1,"male",1
1,39,51,31,30,0,1,1,"male",1
1,39,11,31,30,0,2,1,"male",1
1,39,23,31,30,0,2,1,"male",1
1,39,18,31,30,0,1,1,"male",1
1,39,14,31,30,0,2,1,"male",1
1,39,24,31,30,0,2,1,"male",1
1,39,7,31,30,0,3,5,"male",1
1,39,4,31,30,0,2,1,"male",1
1,39,17,31,30,0,2,1,"male",1
1,39,19,31,30,0,2,1,"male",1
1,39,32,31,30,0,1,1,"male",1
1,39,1,31,30,0,3,1,"male",1
1,39,14,31,30,0,3,1,"male",1
1,39,13,31,30,0,2,1,"male",1
1,39,20,31,30,0,1,1,"male",1
1,39,29,31,30,0,2,8,"male",1
1,39,18,31,30,0,2,1,"male",1
1,39,6,31,30,0,3,5,"male",1
1,39,1,31,30,0,3,1,"male",1
1,39,34,31,30,0,1,11,"male",1
1,39,11,31,30,0,2,1,"male",1
1,39,8,31,30,0,2,1,"male",1
1,39,3,31,30,0,3,1,"male",1
1,39,17,31,30,0,2,1,"male",1
1,39,13,31,30,0,3,1,"male",1
1,39,24,31,30,0,2,1,"male",1
1,39,49,31,30,0,1,1,"male",1
1,39,6,31,30,0,3,1,"male",1
1,39,32,31,30,0,1,1,"male",1
1,39,35,31,30,0,1,1,"male",1
1,39,2,31,30,0,3,1,"male",1
1,39,6,31,30,0,2,1,"male",1
1,39,15,31,30,0,1,1,"male",1
1,39,12,31,30,0,3,11,"male",1
1,39,7,31,30,0,2,1,"male",1
1,39,25,31,30,0,1,1,"male",1
1,39,53,31,30,0,1,1,"male",1
1,39,27,31,30,0,1,1,"male",1
1,39,39,31,30,0,2,1,"male",1
1,39,36,31,30,0,1,1,"male",1
1,39,16,31,30,0,3,1,"male",1
1,39,20,31,30,0,2,1,"male",1
1,39,18,31,30,0,2,1,"male",1
1,39,30,31,30,0,1,10,"male",1
1,39,18,31,30,0,1,1,"male",1
1,39,40,31,30,0,2,1,"male",1
2,39,17,39,25,0,1,1,"male",1
2,39,14,39,25,0,2,1,"male",1
2,39,17,39,25,0,3,10,"male",1
2,39,29,39,25,0,1,1,"male",1
2,39,33,39,25,0,2,1,"male",1
2,39,6,39,25,0,2,1,"male",1
2,39,22,39,25,0,2,1,"male",1
2,39,8,39,25,0,2,5,"male",1
2,39,22,39,25,0,1,1,"male",1
2,39,37,39,25,0,2,1,"male",1
2,39,39,39,25,0,2,1,"male",1
2,39,32,39,25,0,1,1,"male",1
2,39,11,39,25,0,3,2,"male",1
2,39,22,39,25,0,1,1,"male",1
2,39,42,39,25,0,1,1,"male",1
2,39,8,39,25,0,2,1,"male",1
2,39,22,39,25,0,1,1,"male",1
2,39,17,39,25,0,2,1,"male",1
2,39,18,39,25,0,2,1,"male",1
2,39,4,39,25,0,3,1,"male",1
2,39,13,39,25,0,2,1,"male",1
2,39,22,39,25,0,3,1,"male",1
2,39,30,39,25,0,3,1,"male",1
2,39,23,39,25,0,2,1,"male",1
2,39,11,39,25,0,1,1,"male",1
2,39,20,39,25,0,1,1,"male",1
2,39,24,39,25,0,1,1,"male",1
2,39,17,39,25,0,2,1,"male",1
2,39,13,39,25,0,2,1,"male",1
2,39,22,39,25,0,2,1,"male",1
2,39,43,39,25,0,2,11,"male",1
2,39,19,39,25,0,2,1,"male",1
2,39,18,39,25,0,1,1,"male",1
2,39,28,39,25,0,1,1,"male",1
2,39,15,39,25,0,3,1,"male",1
2,39,35,39,25,0,1,1,"male",1
2,39,2,39,25,0,3,1,"male",1
2,39,17,39,25,0,3,1,"male",1
2,39,21,39,25,0,2,5,"male",1
2,39,6,39,25,0,2,1,"male",1
2,39,12,39,25,0,2,1,"male",1
2,39,12,39,25,0,1,1,"male",1
2,39,18,39,25,0,1,2,"male",1
2,39,10,39,25,0,3,1,"male",1
2,39,26,39,25,0,2,1,"male",1
2,39,19,39,25,0,2,1,"male",1
2,39,19,39,25,0,1,1,"male",1
2,39,16,39,25,0,2,1,"male",1
2,39,17,39,25,0,1,1,"male",1
2,39,17,39,25,0,1,1,"male",1
2,39,23,39,25,0,3,1,"male",1
2,39,19,39,25,0,2,1,"male",1
2,39,6,39,25,0,3,5,"male",1
2,39,16,39,25,0,1,1,"male",1
2,39,5,39,25,0,2,1,"male",1
2,39,20,39,25,0,2,5,"male",1
2,39,35,39,25,0,1,1,"male",1
2,39,15,39,25,0,2,1,"male",1
2,39,30,39,25,0,1,1,"male",1
2,39,17,39,25,0,2,1,"male",1
2,39,10,39,25,0,3,5,"male",1
2,39,21,39,25,0,2,1,"male",1
2,39,4,39,25,0,3,5,"male",1
2,39,17,39,25,0,2,8,"male",1
2,39,1,39,25,0,3,7,"male",1
2,39,21,39,25,0,2,1,"male",1
2,39,9,39,25,0,1,1,"male",1
2,39,21,39,25,0,2,1,"male",1
2,39,9,39,25,0,3,1,"male",1
2,39,11,39,25,0,1,1,"male",1
2,39,8,39,25,0,2,5,"male",1
2,39,16,39,25,0,2,5,"male",1
2,39,11,39,25,0,2,1,"male",1
3,39,8,39,25,0,2,1,"male",1
3,39,27,39,25,0,2,1,"male",1
3,39,59,39,25,0,1,1,"male",1
3,39,18,39,25,0,3,4,"male",1
3,39,19,39,25,0,2,8,"male",1
3,39,38,39,25,0,1,1,"male",1
3,39,28,39,25,0,2,1,"male",1
3,39,21,39,25,0,2,1,"male",1
3,39,24,39,25,0,2,1,"male",1
3,39,26,39,25,0,2,1,"male",1
3,39,10,39,25,0,3,1,"male",1
3,39,28,39,25,0,2,5,"male",1
3,39,9,39,25,0,3,2,"male",1
3,39,3,39,25,0,2,1,"male",1
3,39,24,39,25,0,2,1,"male",1
3,39,19,39,25,0,2,1,"male",1
3,39,16,39,25,0,2,1,"male",1
3,39,9,39,25,0,1,1,"male",1
3,39,15,39,25,0,2,1,"male",1
3,39,5,39,25,0,1,1,"male",1
3,39,35,39,25,0,3,10,"male",1
3,39,17,39,25,0,2,1,"male",1
3,39,43,39,25,0,1,1,"male",1
3,39,42,39,25,0,1,1,"male",1
3,39,28,39,25,0,2,1,"male",1
3,39,10,39,25,0,3,5,"male",1
3,39,43,39,25,0,1,1,"male",1
3,39,20,39,25,0,2,5,"male",1
3,39,14,39,25,0,3,5,"male",1
3,39,19,39,25,0,1,5,"male",1
3,39,11,39,25,0,2,1,"male",1
3,39,6,39,25,0,3,5,"male",1
3,39,20,39,25,0,3,1,"male",1
3,39,21,39,25,0,1,1,"male",1
3,39,9,39,25,0,3,1,"male",1
3,39,39,39,25,0,1,1,"male",1
3,39,19,39,25,0,2,1,"male",1
3,39,26,39,25,0,2,5,"male",1
3,39,26,39,25,0,1,5,"male",1
3,39,20,39,25,0,2,1,"male",1
3,39,56,39,25,0,1,1,"male",1
3,39,31,39,25,0,1,1,"male",1
3,39,12,39,25,0,2,1,"male",1
3,39,37,39,25,0,1,1,"male",1
3,39,19,39,25,0,2,1,"male",1
3,39,24,39,25,0,2,1,"male",1
3,39,15,39,25,0,2,1,"male",1
3,39,33,39,25,0,2,1,"male",1
3,39,18,39,25,0,2,1,"male",1
3,39,50,39,25,0,1,1,"male",1
3,39,34,39,25,0,1,1,"male",1
3,39,38,39,25,0,1,1,"male",1
3,39,12,39,25,0,2,11,"male",1
3,39,23,39,25,0,1,7,"male",1
3,39,24,39,25,0,1,1,"male",1
3,39,30,39,25,0,1,1,"male",1
3,39,9,39,25,0,2,5,"male",1
3,39,38,39,25,0,2,1,"male",1
3,39,18,39,25,0,2,2,"male",1
3,39,22,39,25,0,2,1,"male",1
3,39,55,39,25,0,1,1,"male",1
3,39,48,39,25,0,1,5,"male",1
3,39,36,39,25,0,2,8,"male",1
3,39,6,39,25,0,2,1,"male",1
3,39,21,39,25,0,2,5,"male",1
3,39,31,39,25,0,1,1,"male",1
3,39,34,39,25,0,2,1,"male",1
3,39,19,39,25,0,2,1,"male",1
3,39,11,39,25,0,2,1,"male",1
3,39,22,39,25,0,2,5,"male",1
1,40,23,64,17,1,3,10,"mixed",1
1,40,21,64,17,0,2,1,"mixed",1
1,40,17,64,17,1,3,11,"mixed",1
1,40,24,64,17,1,1,1,"mixed",1
1,40,30,64,17,1,2,1,"mixed",1
1,40,17,64,17,1,1,1,"mixed",1
1,40,11,64,17,1,3,1,"mixed",1
1,40,11,64,17,0,1,1,"mixed",1
1,40,17,64,17,0,1,1,"mixed",1
1,40,29,64,17,1,1,1,"mixed",1
1,40,35,64,17,1,1,11,"mixed",1
1,40,43,64,17,1,2,1,"mixed",1
1,40,13,64,17,1,2,1,"mixed",1
1,40,20,64,17,0,1,1,"mixed",1
1,40,1,64,17,0,2,1,"mixed",1
1,40,22,64,17,1,2,1,"mixed",1
1,40,3,64,17,0,2,1,"mixed",1
1,40,17,64,17,0,2,5,"mixed",1
1,40,15,64,17,1,2,1,"mixed",1
1,40,10,64,17,1,2,1,"mixed",1
1,40,11,64,17,0,2,1,"mixed",1
1,40,24,64,17,1,2,1,"mixed",1
1,40,3,64,17,0,2,1,"mixed",1
1,40,9,64,17,1,3,11,"mixed",1
1,40,8,64,17,1,3,1,"mixed",1
1,40,8,64,17,0,3,1,"mixed",1
1,40,32,64,17,0,2,1,"mixed",1
1,40,3,64,17,0,2,1,"mixed",1
1,40,35,64,17,0,3,1,"mixed",1
1,40,24,64,17,1,2,1,"mixed",1
1,40,2,64,17,1,2,1,"mixed",1
1,40,14,64,17,0,1,1,"mixed",1
1,40,10,64,17,1,2,1,"mixed",1
1,40,16,64,17,1,3,5,"mixed",1
1,40,12,64,17,1,2,1,"mixed",1
1,40,35,64,17,0,2,1,"mixed",1
1,40,22,64,17,0,2,1,"mixed",1
1,40,4,64,17,0,3,5,"mixed",1
1,40,26,64,17,1,2,1,"mixed",1
2,40,12,72,17,0,1,1,"mixed",1
2,40,29,72,17,1,2,1,"mixed",1
2,40,11,72,17,1,2,1,"mixed",1
2,40,16,72,17,1,2,1,"mixed",1
2,40,1,72,17,1,2,11,"mixed",1
2,40,18,72,17,0,2,1,"mixed",1
2,40,22,72,17,0,2,1,"mixed",1
2,40,26,72,17,0,1,1,"mixed",1
2,40,52,72,17,1,1,1,"mixed",1
2,40,39,72,17,1,2,1,"mixed",1
2,40,23,72,17,0,2,1,"mixed",1
2,40,9,72,17,0,2,5,"mixed",1
2,40,11,72,17,1,1,1,"mixed",1
2,40,19,72,17,1,2,1,"mixed",1
2,40,13,72,17,0,2,1,"mixed",1
2,40,38,72,17,0,2,1,"mixed",1
2,40,10,72,17,0,1,1,"mixed",1
2,40,6,72,17,0,2,1,"mixed",1
2,40,11,72,17,0,2,1,"mixed",1
2,40,18,72,17,0,2,1,"mixed",1
2,40,14,72,17,1,1,1,"mixed",1
2,40,22,72,17,0,3,9,"mixed",1
2,40,10,72,17,0,2,10,"mixed",1
2,40,17,72,17,0,2,1,"mixed",1
2,40,18,72,17,1,2,1,"mixed",1
2,40,37,72,17,0,2,1,"mixed",1
2,40,30,72,17,0,3,9,"mixed",1
2,40,6,72,17,1,3,1,"mixed",1
2,40,15,72,17,0,2,1,"mixed",1
2,40,18,72,17,1,2,11,"mixed",1
2,40,22,72,17,1,2,1,"mixed",1
2,40,15,72,17,1,2,1,"mixed",1
2,40,5,72,17,0,2,1,"mixed",1
2,40,15,72,17,0,2,1,"mixed",1
2,40,37,72,17,0,1,1,"mixed",1
3,40,11,72,14,0,2,5,"mixed",1
3,40,4,72,14,0,3,1,"mixed",1
3,40,11,72,14,1,2,1,"mixed",1
3,40,19,72,14,0,2,1,"mixed",1
3,40,19,72,14,1,2,1,"mixed",1
3,40,25,72,14,0,1,1,"mixed",1
3,40,14,72,14,0,3,10,"mixed",1
3,40,4,72,14,1,3,1,"mixed",1
3,40,10,72,14,1,2,1,"mixed",1
3,40,28,72,14,1,2,1,"mixed",1
3,40,31,72,14,1,2,7,"mixed",1
3,40,29,72,14,1,1,1,"mixed",1
3,40,6,72,14,1,2,1,"mixed",1
3,40,29,72,14,1,3,1,"mixed",1
3,40,25,72,14,0,2,5,"mixed",1
3,40,25,72,14,0,2,1,"mixed",1
3,40,23,72,14,0,2,1,"mixed",1
3,40,18,72,14,0,2,1,"mixed",1
3,40,16,72,14,0,2,9,"mixed",1
3,40,6,72,14,1,2,1,"mixed",1
3,40,3,72,14,0,2,1,"mixed",1
3,40,4,72,14,1,3,1,"mixed",1
3,40,16,72,14,0,2,1,"mixed",1
3,40,9,72,14,0,2,1,"mixed",1
3,40,30,72,14,1,2,1,"mixed",1
3,40,31,72,14,0,1,1,"mixed",1
3,40,4,72,14,1,3,1,"mixed",1
3,40,38,72,14,1,1,1,"mixed",1
3,40,9,72,14,0,3,1,"mixed",1
3,40,15,72,14,1,2,1,"mixed",1
3,40,10,72,14,1,2,1,"mixed",1
1,41,18,19,29,1,1,1,"female",2
1,41,12,19,29,1,2,1,"female",2
1,41,25,19,29,1,1,1,"female",2
1,41,33,19,29,1,1,1,"female",2
1,41,35,19,29,1,1,3,"female",2
1,41,34,19,29,1,2,1,"female",2
1,41,30,19,29,1,2,1,"female",2
1,41,10,19,29,1,3,1,"female",2
1,41,10,19,29,1,3,1,"female",2
1,41,40,19,29,1,1,1,"female",2
1,41,14,19,29,1,3,1,"female",2
1,41,22,19,29,1,2,1,"female",2
1,41,15,19,29,1,2,1,"female",2
1,41,14,19,29,1,2,1,"female",2
1,41,18,19,29,1,2,5,"female",2
1,41,14,19,29,1,2,1,"female",2
1,41,9,19,29,1,2,1,"female",2
1,41,32,19,29,1,2,1,"female",2
1,41,34,19,29,1,1,1,"female",2
1,41,34,19,29,1,1,1,"female",2
1,41,15,19,29,1,3,1,"female",2
1,41,16,19,29,1,1,9,"female",2
1,41,42,19,29,1,1,5,"female",2
1,41,41,19,29,1,1,1,"female",2
1,41,30,19,29,1,2,1,"female",2
1,41,13,19,29,1,2,1,"female",2
1,41,34,19,29,1,2,11,"female",2
1,41,23,19,29,1,2,1,"female",2
1,41,48,19,29,1,1,1,"female",2
1,41,33,19,29,1,1,1,"female",2
1,41,18,19,29,1,1,1,"female",2
1,41,32,19,29,1,2,1,"female",2
1,41,12,19,29,1,2,1,"female",2
1,41,20,19,29,1,1,1,"female",2
1,41,45,19,29,1,1,11,"female",2
1,41,4,19,29,1,3,5,"female",2
1,41,28,19,29,1,1,1,"female",2
1,41,38,19,29,1,2,1,"female",2
1,41,31,19,29,1,1,1,"female",2
1,41,30,19,29,1,2,1,"female",2
1,41,15,19,29,1,2,1,"female",2
1,41,12,19,29,1,2,1,"female",2
1,41,25,19,29,1,1,1,"female",2
1,41,17,19,29,1,2,1,"female",2
1,41,39,19,29,1,1,1,"female",2
1,41,16,19,29,1,2,5,"female",2
1,41,25,19,29,1,3,7,"female",2
2,41,18,23,24,1,2,9,"female",2
2,41,22,23,24,1,1,1,"female",2
2,41,33,23,24,1,1,1,"female",2
2,41,56,23,24,1,2,11,"female",2
2,41,29,23,24,1,2,1,"female",2
2,41,31,23,24,1,2,1,"female",2
2,41,29,23,24,1,2,1,"female",2
2,41,35,23,24,1,2,9,"female",2
2,41,22,23,24,1,2,1,"female",2
2,41,38,23,24,1,1,1,"female",2
2,41,37,23,24,1,1,1,"female",2
2,41,41,23,24,1,1,1,"female",2
2,41,28,23,24,1,2,1,"female",2
2,41,47,23,24,1,2,1,"female",2
2,41,24,23,24,1,2,1,"female",2
2,41,46,23,24,1,1,1,"female",2
2,41,5,23,24,1,3,1,"female",2
2,41,22,23,24,1,2,1,"female",2
2,41,16,23,24,1,3,5,"female",2
2,41,25,23,24,1,2,1,"female",2
2,41,12,23,24,1,3,1,"female",2
2,41,27,23,24,1,1,1,"female",2
2,41,13,23,24,1,2,1,"female",2
2,41,35,23,24,1,1,5,"female",2
2,41,48,23,24,1,1,1,"female",2
2,41,52,23,24,1,1,1,"female",2
2,41,18,23,24,1,2,1,"female",2
2,41,38,23,24,1,1,7,"female",2
2,41,24,23,24,1,2,5,"female",2
2,41,12,23,24,1,2,1,"female",2
2,41,12,23,24,1,2,1,"female",2
2,41,10,23,24,1,2,1,"female",2
2,41,19,23,24,1,3,1,"female",2
2,41,36,23,24,1,1,1,"female",2
2,41,19,23,24,1,2,5,"female",2
2,41,19,23,24,1,2,1,"female",2
2,41,14,23,24,1,2,1,"female",2
2,41,26,23,24,1,1,5,"female",2
2,41,33,23,24,1,1,1,"female",2
2,41,18,23,24,1,2,5,"female",2
