"nation","nation_religiosity","age","nation_education","mf_harm","mf_fairness","mf_ingroup","mf_authority","mf_purity","mf_harm_group","mf_fairness_group","mf_purity_group","mf_ingroup_group","mf_authority_group"
"Finland",28,21,877,6,4.25,3.8,1.8,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,5.75,4.5,3,1.8,1.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,6,5.5,5.2,5,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,5,4.75,3.6,3.4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,31,877,5.25,5,4.6,4.2,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.5,5.25,3,2.8,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,3,3.25,3.8,2.4,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,6,5.5,5,3.4,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.25,4,2.6,2.4,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,5.75,5,4.6,4,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,4,4,3.2,2.6,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,3.5,3.75,3.6,3.4,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,49,877,6,5,4.6,3,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,5,5,3.6,3.6,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.75,5,4.6,3.6,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,5.5,4.75,2.6,1.8,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.25,4.75,4.6,5.2,5.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,45,877,4.75,4.5,4,4,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,6,3.5,2,1,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.25,4,3.6,1.4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,50,877,5.5,5.5,2.6,1,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,4,4,2.8,2.4,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5,4,2.8,2.4,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,6,5.25,3.6,1.2,1.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,34,877,4,3.75,3.2,2.6,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.25,4,4,3.4,5.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5,4.5,2.6,3.2,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.5,5,4.6,4,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.75,4.5,4.2,2.4,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,4.5,4.25,3.6,3.4,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.75,4.25,3.8,3.2,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,6,5.25,2.6,3,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,34,877,3.5,5.25,3.2,1.6,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.25,4.75,3.4,2.8,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,6,6,6,5,6,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.25,3.75,4.6,3.8,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,5.75,4.75,5.2,4.6,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,6,4.5,4.6,2.6,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,41,877,6,5.75,5.2,3.8,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,33,877,6,4.75,3.4,3.2,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.5,4.5,4.2,3.2,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,4.75,5,4.4,4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.5,5.75,4.8,3.4,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,45,877,6,5,4.4,4.4,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,5.75,5.25,4.4,3.8,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5,4.5,4,3.4,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.5,4.75,3.8,3.4,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,51,877,5.5,4.75,3,2.8,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.5,5,3.6,2.8,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5,4.25,3.2,2.8,2,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,5.75,4.25,4.2,4.6,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.25,5.25,5,3.2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,6,5.25,4.6,3.8,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,6,5.25,3,2.4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,21,877,6,5.25,4.2,4,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,6,4.5,3.2,2.4,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.75,4.25,3.4,3,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.25,4.25,2,3,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,39,877,5,5.5,4.6,3.8,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,35,877,5.75,5.25,4.6,4.2,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.75,4.5,3.4,2.4,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.75,5,2.2,1.6,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,6,5,3.4,3.4,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,38,877,6,5.25,3,2.4,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.75,4.75,5,4.2,5.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,6,5.75,4,4.4,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,6,5,4.6,3.6,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,6,5.25,4.6,3.6,5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,6,5.5,4,3,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,4.5,4.5,3.4,2.2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.5,5.5,2.4,2,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,21,877,5.75,4,3.2,2.8,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.5,4.5,3.8,3.6,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,5.75,5.75,3.8,3.2,4.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.25,4.5,4,4,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.25,5,6,3.8,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,21,877,6,6,4.6,5.4,5.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,31,877,5.25,5,2.6,2.8,4.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,4.75,4.5,2.8,3.6,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,37,877,5.75,5,3.4,3,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,6,5.5,4.6,3.4,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.75,4.75,4.2,2.6,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5,4.25,2,3.4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,56,877,5.5,4.5,4,2.6,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.5,4.5,3.6,3.4,2,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,36,877,6,5.75,4.8,3.4,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,30,877,6,5,4.4,3.6,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,4.5,5.25,4.6,4.6,5.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,5.25,4.25,4.2,2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.5,5.5,2.6,3.2,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,33,877,5.75,5.5,3.6,2.6,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,5.25,4.25,4.2,3.4,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,5.5,5.5,4.2,3,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,33,877,5.5,4.5,4.4,4.4,5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.25,4.75,4.2,3,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.75,5.25,3.4,2.2,4,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,52,877,5.5,4.75,4.6,3.4,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.5,4.75,4,3.4,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,6,6,5.2,4.4,6,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,6,5,1.8,1.4,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,20,877,5.25,5,4.2,3.2,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,4.5,4,4,3.6,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,3.75,4.25,4.6,2.6,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,32,877,5.75,4.25,3,3,3.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,32,877,5.75,5.75,2.4,3,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,5.5,5,3.4,3,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,23,877,5.5,4.5,3.6,3.4,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.75,4.25,3.8,3.6,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.75,4.25,4.6,2.6,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,33,877,5.25,4,4.2,3.2,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,6,5,3.6,3,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,5.75,4.75,3.8,3.8,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,48,877,5.75,5.5,2.8,2.2,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,34,877,4.75,4.75,2.2,4.8,6,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,5.25,4.5,4.2,3.6,4.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,6,5.75,3.2,2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,21,877,5.75,4.25,2.8,2.6,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.5,5,4.6,4,2,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.5,5.25,3.4,3.6,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,24,877,5.75,5,4.6,2.8,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,22,877,5.75,5.5,4,4,4.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,26,877,6,4.75,4.2,2,3.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,43,877,4,4.25,3.4,3.6,3.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,21,877,5.75,4.5,4,3.2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,6,4.75,2.8,2,3,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,27,877,4.25,4,2.4,1.6,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,25,877,5.25,5.5,4,2.8,2.75,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,29,877,5.75,3.5,3.4,3.2,2.25,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"Finland",28,28,877,3.75,3.25,3.6,3,2.5,5.41844919786096,4.76604278074866,3.27941176470588,3.72513368983957,3.05989304812834
"France",29.5,21,870,6,6,5.4,6,5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,5,3.5,4,3.2,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,3.25,2.25,2.4,2,2.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,5.25,5,2.2,2,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,27,870,3.75,3,2.4,2.4,2.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,5.75,5.75,3.8,3.6,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,6,5.25,5.2,4.8,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,3.5,4.75,6,5,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,4.75,3.25,3.4,2.8,3.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,5.5,5.25,4.8,3.8,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,25,870,3.5,4,4.4,4,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,5.25,4.75,5.6,4.4,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,4.75,3.5,4.8,2.6,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,5,4.25,4.2,2.5,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,3.75,4,3.8,4.4,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,3.75,3.75,5,3.2,4.33333333333333,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,4.75,3.75,3.4,1.75,2.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,6,4.75,6,3,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,4,5.75,3.8,4,2.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,3.25,3.25,3.4,2.6,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,4.25,4.75,5,4,5.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,4.75,4.75,4.6,4.2,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,6,6,5.8,3.8,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,27,870,5,4,5,2.6,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,4.5,4.75,4.2,3.8,4.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5.75,5.25,5.2,4.6,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,4.5,4.75,4,2.4,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,4,4,4,4,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,4.75,3.75,3.8,3,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,4.25,4.5,3.6,4,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,5.25,5,4.2,3.2,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,3.25,4.5,4.4,1.6,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,4.75,6,4.4,2.4,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,24,870,3.5,3.25,3.4,3.4,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,3.5,4.75,3.2,2.8,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,5.75,5.25,5.8,4,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,6,5.5,4.8,3.2,4.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,6,5,3,3,2.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,23,870,5,3.75,4,3.2,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,6,3.75,5,2.6,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,6,4.75,4.2,3.8,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5.75,5.5,5.6,4,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,5,4.5,3.8,3.4,5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5.25,5.25,4,2.4,2.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,5.75,6,3.4,2,1.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,5.75,4.75,4.2,3,4.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,4,3.5,3.2,3.6,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,17,870,5.5,5.75,5,2.2,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,4.75,3.75,4.2,2.8,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,5,5.25,4.4,2.8,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,4,4.25,3.2,3.75,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,5,4.5,4.6,4.6,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,3.75,4,2.4,3.2,5.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,2.5,3.75,4.8,3.6,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,3.75,3.25,4,3.8,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,6,5.5,4.4,3,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,6,6,4.2,3.8,4.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,4.5,4,3.6,2.4,2.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,18,870,4.75,5.75,4.8,3.4,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5,5.25,4,3.6,4.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,6,4.75,5,3.6,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5.75,4.25,3.6,3.8,2.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,5.75,4.25,4.6,2.2,5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,5.5,4.25,5,3.6,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,4.5,4.75,5.6,4.8,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,6,6,6,5,6,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,5.25,4.25,5,3.6,5.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,4,4,3.6,4.2,3.25,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,21,870,4.75,1,2.2,2.4,1.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,2.25,3,3,3,3,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,20,870,4.75,5,3.8,3.6,3.75,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,19,870,2.75,4.25,3,4.2,4,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,27,870,4,4.5,4.6,4.4,4.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
"France",29.5,22,870,4,2.25,4.4,3.2,3.5,4.80063291139241,4.4873417721519,3.83016877637131,4.19746835443038,3.34683544303797
